CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting
201297,1,26,Self Enquiry,2,26,Small Business,Female,3
201298,1,46,Self Enquiry,1,27,Small Business,Female,3
201299,0,40,Self Enquiry,1,6,Salaried,Female,2
201300,0,34,Self Enquiry,3,14,Large Business,Male,3
201301,0,58,Company Invited,3,8,Small Business,Male,2
201302,0,35,Self Enquiry,1,29,Small Business,Male,3
201303,0,47,Self Enquiry,1,10,Salaried,Female,3
201304,0,40,Self Enquiry,1,,Salaried,Female,2
201305,0,54,Self Enquiry,1,13,Small Business,Female,3
201306,0,31,Company Invited,3,13,Small Business,Female,3
201307,0,,Self Enquiry,1,6,Small Business,Female,3
201308,0,38,Self Enquiry,3,8,Small Business,Female,3
201309,0,26,Self Enquiry,3,,Small Business,Male,2
201310,0,58,Company Invited,1,21,Salaried,Male,2
201311,0,18,Company Invited,1,20,Small Business,Female,2
201312,1,31,Self Enquiry,2,24,Salaried,Male,2
201313,1,29,Self Enquiry,2,19,Salaried,Male,2
201314,0,45,Company Invited,3,8,Salaried,Female,3
201315,0,36,Self Enquiry,1,8,Salaried,Female,3
201316,0,43,Company Invited,3,8,Salaried,Male,3
201317,0,27,Company Invited,1,11,Salaried,Female,2
201318,0,,Company Invited,1,26,Small Business,Male,2
201319,0,32,Company Invited,3,,Small Business,Male,3
201320,0,42,Company Invited,1,16,Large Business,Male,2
201321,0,47,Self Enquiry,1,15,Salaried,Female,3
201322,0,46,Self Enquiry,1,8,Salaried,Male,2
201323,0,28,Company Invited,2,6,Salaried,Male,2
201324,0,29,Self Enquiry,1,35,Salaried,Male,3
201325,0,,Self Enquiry,1,14,Salaried,Male,2
201326,1,32,Self Enquiry,3,8,Small Business,Male,2
201327,0,46,Self Enquiry,3,9,Large Business,Female,2
201328,0,,Self Enquiry,3,29,Small Business,Female,2
201329,0,29,Self Enquiry,2,12,Small Business,Male,2
201330,0,43,Self Enquiry,1,12,Small Business,Female,2
201331,0,48,Self Enquiry,1,16,Salaried,Male,3
201332,1,29,Company Invited,1,30,Salaried,Male,3
201333,1,46,Self Enquiry,3,16,Salaried,Female,3
201334,0,27,Company Invited,1,,Salaried,Female,3
201335,0,,Self Enquiry,1,25,Salaried,Male,2
201336,0,55,Self Enquiry,1,8,Large Business,Male,3
201337,0,28,Self Enquiry,3,9,Small Business,Female,3
201338,1,30,Self Enquiry,3,15,Small Business,Male,2
201339,1,22,Self Enquiry,1,13,Salaried,Male,3
201340,0,36,Self Enquiry,3,16,Large Business,Female,3
201341,0,,Self Enquiry,1,26,Salaried,Male,2
201342,0,34,Self Enquiry,3,10,Salaried,Male,3
201343,0,29,Self Enquiry,1,13,Salaried,Male,2
201344,0,37,Self Enquiry,1,,Small Business,Male,3
201345,0,35,Self Enquiry,1,,Salaried,Female,2
201346,0,45,Self Enquiry,1,31,Salaried,Female,3
201347,0,,Company Invited,2,8,Salaried,Male,3
201348,0,40,Self Enquiry,1,6,Salaried,Male,3
201349,0,26,Self Enquiry,1,6,Salaried,Female,2
201350,0,27,Self Enquiry,3,8,Small Business,Female,2
201351,0,48,Company Invited,1,28,Small Business,Female,2
201352,0,44,Self Enquiry,1,6,Salaried,Male,3
201353,1,34,Company Invited,1,22,Large Business,Male,2
201354,1,56,Self Enquiry,1,30,Salaried,Male,3
201355,0,36,Self Enquiry,3,23,Small Business,Male,2
201356,0,41,,3,,Small Business,Female,2
201357,0,42,Self Enquiry,1,12,Small Business,Male,2
201358,0,31,Self Enquiry,3,16,Small Business,Female,2
201359,0,34,Self Enquiry,3,9,Small Business,Female,3
201360,0,,Self Enquiry,1,10,Small Business,Female,3
201361,0,26,Company Invited,1,12,Salaried,Male,3
201362,0,45,Company Invited,1,6,Small Business,Male,2
201363,0,33,Self Enquiry,3,16,Small Business,Male,2
201364,0,28,Company Invited,3,6,Salaried,Male,2
201365,1,29,Company Invited,3,30,Large Business,Male,2
201366,0,39,Company Invited,3,27,Salaried,Female,2
201367,0,27,Self Enquiry,1,8,Large Business,Male,2
201368,0,34,Company Invited,1,28,Salaried,Male,2
201369,1,28,Self Enquiry,3,19,Small Business,Fe Male,2
201370,0,47,Company Invited,1,20,Large Business,Male,3
201371,0,56,Self Enquiry,3,17,Small Business,Female,2
201372,0,39,Self Enquiry,1,15,Small Business,Male,2
201373,0,38,Company Invited,1,14,Small Business,Female,2
201374,0,58,Self Enquiry,3,27,Salaried,Female,3
201375,1,32,Company Invited,1,11,Salaried,Female,2
201376,0,38,Self Enquiry,1,,Salaried,Male,3
201377,0,49,Company Invited,1,8,Salaried,Male,2
201378,0,42,Self Enquiry,3,18,Small Business,Male,3
201379,1,27,Company Invited,2,28,Salaried,Female,2
201380,0,35,Self Enquiry,3,24,Small Business,Male,3
201381,0,28,Company Invited,1,22,Small Business,Male,2
201382,0,31,Company Invited,1,9,Small Business,Male,2
201383,0,36,Company Invited,1,15,Salaried,Male,3
201384,0,34,Self Enquiry,3,6,Small Business,Male,2
201385,0,34,Self Enquiry,3,19,Small Business,Male,2
201386,0,26,Self Enquiry,1,6,Small Business,Male,3
201387,0,29,Self Enquiry,1,6,Salaried,Male,2
201388,0,32,Company Invited,1,21,Small Business,Female,2
201389,0,31,Company Invited,1,6,Salaried,Male,2
201390,1,28,Self Enquiry,1,23,Large Business,Male,2
201391,0,38,Self Enquiry,3,6,Salaried,Male,2
201392,0,35,Self Enquiry,3,13,Salaried,Female,2
201393,0,,Self Enquiry,3,15,Small Business,Male,2
201394,0,32,Self Enquiry,1,11,Salaried,Male,2
201395,1,31,Company Invited,3,32,Small Business,Male,3
201396,1,53,Self Enquiry,3,30,Salaried,Male,3
201397,0,54,Self Enquiry,1,15,Salaried,Female,3
201398,0,33,Company Invited,1,13,Salaried,Male,2
201399,0,43,Self Enquiry,1,17,Salaried,Male,1
201400,0,38,Company Invited,2,6,Salaried,Male,2
201401,0,55,Self Enquiry,2,32,Salaried,Male,3
201402,0,31,Self Enquiry,1,8,Small Business,Female,2
201403,0,39,Self Enquiry,3,21,Small Business,Male,3
201404,0,42,Company Invited,1,,Salaried,Male,2
201405,0,31,Company Invited,1,16,Small Business,Female,2
201406,0,54,Self Enquiry,1,,Small Business,Female,3
201407,0,24,Self Enquiry,1,,Salaried,Male,2
201408,0,23,Self Enquiry,1,18,Salaried,Male,3
201409,0,40,Company Invited,1,17,Large Business,Female,3
201410,0,40,Self Enquiry,3,8,Small Business,Female,3
201411,0,25,Self Enquiry,2,8,Salaried,Female,2
201412,0,,Self Enquiry,1,6,Small Business,Male,3
201413,0,,Self Enquiry,1,8,Salaried,Male,2
201414,0,47,Self Enquiry,1,31,Small Business,Male,2
201415,0,33,Company Invited,1,6,Small Business,Male,2
201416,0,38,Self Enquiry,3,,Salaried,Male,2
201417,0,31,Self Enquiry,3,8,Salaried,Male,2
201418,0,38,Company Invited,1,12,Salaried,Male,3
201419,0,42,Self Enquiry,1,24,Salaried,Male,2
201420,0,41,Self Enquiry,1,6,Salaried,Male,3
201421,0,47,Company Invited,1,6,Small Business,Female,3
201422,0,35,Self Enquiry,1,17,Small Business,Male,2
201423,0,,Self Enquiry,1,6,Salaried,Male,3
201424,0,35,Self Enquiry,1,15,Small Business,Male,2
201425,0,33,Self Enquiry,1,,Small Business,Female,3
201426,0,32,Self Enquiry,1,35,Salaried,Female,2
201427,0,40,Self Enquiry,1,6,Salaried,Male,2
201428,0,32,Self Enquiry,3,6,Small Business,Male,3
201429,0,,Self Enquiry,1,30,Salaried,Male,2
201430,0,38,Self Enquiry,1,16,Small Business,Female,2
201431,0,32,Self Enquiry,3,6,Small Business,Female,2
201432,0,37,Self Enquiry,1,16,Salaried,Female,2
201433,0,25,Self Enquiry,3,14,Salaried,Female,2
201434,0,,Company Invited,3,126,Salaried,Male,2
201435,0,44,Self Enquiry,1,6,Small Business,Male,2
201436,0,21,Self Enquiry,3,11,Small Business,Male,2
201437,0,39,Company Invited,1,15,Salaried,Male,2
201438,1,23,Company Invited,3,15,Small Business,Male,2
201439,0,36,Self Enquiry,3,9,Small Business,Female,3
201440,0,36,Company Invited,1,10,Salaried,Female,3
201441,0,56,Company Invited,1,6,Salaried,Male,2
201442,1,29,Self Enquiry,1,,Small Business,Male,2
201443,0,42,Self Enquiry,1,8,Salaried,Male,2
201444,1,56,Self Enquiry,1,13,Large Business,Male,3
201445,0,41,Self Enquiry,1,34,Salaried,Female,2
201446,0,34,Self Enquiry,3,34,Small Business,Female,3
201447,0,36,Company Invited,3,21,Small Business,Male,2
201448,0,41,Self Enquiry,3,9,Salaried,Male,2
201449,0,32,Self Enquiry,1,8,Large Business,Male,3
201450,0,35,Self Enquiry,2,32,Salaried,Fe Male,2
201451,0,38,Self Enquiry,3,16,Salaried,Female,3
201452,1,50,Company Invited,3,6,Salaried,Male,3
201453,0,36,Self Enquiry,3,17,Small Business,Female,3
201454,0,45,Self Enquiry,3,,Salaried,Female,2
201455,0,40,Self Enquiry,1,8,Salaried,Male,2
201456,0,35,Company Invited,1,24,Salaried,Male,3
201457,0,40,Self Enquiry,1,8,Small Business,Female,3
201458,0,35,Self Enquiry,1,6,Salaried,Female,3
201459,0,,Self Enquiry,1,19,Salaried,Male,2
201460,0,,Self Enquiry,1,34,Small Business,Female,3
201461,1,50,Self Enquiry,3,34,Small Business,Male,2
201462,0,39,Self Enquiry,3,30,Small Business,Female,2
201463,0,31,Company Invited,1,11,Small Business,Male,3
201464,0,26,Self Enquiry,3,11,Salaried,Female,1
201465,0,36,Company Invited,1,29,Small Business,Male,2
201466,0,39,Self Enquiry,1,12,Small Business,Male,2
201467,0,27,Self Enquiry,1,10,Salaried,Male,2
201468,0,49,Company Invited,3,8,Small Business,Male,3
201469,0,34,,1,,Small Business,Male,2
201470,1,41,Self Enquiry,3,6,Salaried,Female,3
201471,0,49,Company Invited,1,14,Salaried,Male,3
201472,1,37,Self Enquiry,1,8,Salaried,Male,3
201473,0,33,Company Invited,1,9,Salaried,Female,2
201474,0,,Self Enquiry,1,8,Small Business,Male,2
201475,0,32,Company Invited,1,8,Salaried,Male,3
201476,0,59,Self Enquiry,1,9,Small Business,Female,2
201477,0,30,Self Enquiry,1,30,Salaried,Male,3
201478,0,38,Company Invited,1,29,Salaried,Male,2
201479,0,36,Self Enquiry,1,33,Small Business,Male,3
201480,0,35,Self Enquiry,1,22,Small Business,Male,2
201481,0,,Self Enquiry,1,21,Salaried,Female,2
201482,0,31,Self Enquiry,1,32,Salaried,Male,2
201483,0,34,Self Enquiry,1,25,Small Business,Male,3
201484,1,28,Self Enquiry,1,30,Salaried,Male,2
201485,0,29,Self Enquiry,1,27,Salaried,Female,2
201486,0,32,Self Enquiry,1,11,Salaried,Male,3
201487,0,22,Company Invited,1,22,Small Business,Male,3
201488,0,53,Self Enquiry,3,8,Salaried,Female,3
201489,0,,Self Enquiry,1,8,Salaried,Male,2
201490,0,,Company Invited,1,17,Salaried,Female,3
201491,1,,Self Enquiry,3,15,Salaried,Male,2
201492,0,34,Self Enquiry,1,13,Salaried,Fe Male,2
201493,0,21,Self Enquiry,1,21,Salaried,Male,3
201494,1,34,Self Enquiry,1,12,Small Business,Male,2
201495,0,53,Self Enquiry,1,11,Salaried,Female,2
201496,1,,Company Invited,1,22,Salaried,Female,3
201497,0,42,Self Enquiry,3,14,Small Business,Male,2
201498,0,44,Self Enquiry,1,13,Small Business,Female,2
201499,0,46,Self Enquiry,3,8,Small Business,Female,2
201500,0,33,Self Enquiry,1,8,Small Business,Male,3
201501,0,44,Self Enquiry,1,16,Salaried,Male,2
201502,0,30,Self Enquiry,1,15,Small Business,Male,2
201503,1,39,Self Enquiry,3,11,Large Business,Male,2
201504,1,24,Self Enquiry,1,6,Small Business,Male,3
201505,0,43,Self Enquiry,1,8,Small Business,Female,3
201506,1,50,Self Enquiry,3,9,Small Business,Male,2
201507,0,35,Self Enquiry,3,8,Small Business,Female,3
201508,0,,Self Enquiry,1,11,Salaried,Female,2
201509,0,33,Company Invited,3,6,Salaried,Female,2
201510,0,35,Self Enquiry,1,10,Salaried,Male,3
201511,0,27,Self Enquiry,1,8,Salaried,Female,2
201512,1,26,Self Enquiry,1,31,Salaried,Male,2
201513,0,27,Company Invited,3,14,Salaried,Male,2
201514,0,,Company Invited,1,6,Small Business,Female,2
201515,1,41,Self Enquiry,1,18,Large Business,Female,2
201516,0,34,Company Invited,3,,Small Business,Male,3
201517,0,37,Self Enquiry,1,25,Salaried,Male,3
201518,0,46,Company Invited,3,11,Small Business,Male,3
201519,0,35,Self Enquiry,1,14,Salaried,Male,2
201520,1,48,Self Enquiry,1,6,Salaried,Male,3
201521,1,,Self Enquiry,1,11,Large Business,Male,2
201522,0,44,Self Enquiry,3,6,Small Business,Female,3
201523,0,35,Company Invited,1,17,Small Business,Male,3
201524,0,,Self Enquiry,3,29,Small Business,Female,2
201525,0,33,Company Invited,1,6,Salaried,Fe Male,3
201526,0,35,Company Invited,3,5,Salaried,Male,3
201527,0,,Self Enquiry,1,29,Small Business,Female,1
201528,0,31,Self Enquiry,1,13,Salaried,Male,2
201529,0,37,Self Enquiry,1,6,Salaried,Male,2
201530,0,32,Self Enquiry,1,6,Small Business,Male,2
201531,0,38,Company Invited,1,35,Salaried,Female,2
201532,0,50,Self Enquiry,1,13,Small Business,Female,2
201533,0,59,Self Enquiry,3,31,Salaried,Female,4
201534,0,36,Self Enquiry,1,14,Large Business,Female,2
201535,0,55,Self Enquiry,1,14,Small Business,Female,2
201536,0,36,Company Invited,1,17,Salaried,Male,3
201537,0,45,Self Enquiry,1,13,Salaried,Male,2
201538,0,35,Company Invited,1,6,Small Business,Male,3
201539,1,,Self Enquiry,1,15,Small Business,Male,3
201540,0,59,Company Invited,3,6,Salaried,Female,2
201541,0,29,Self Enquiry,1,8,Salaried,Male,3
201542,0,31,Self Enquiry,1,6,Small Business,Male,2
201543,0,32,Self Enquiry,1,6,Salaried,Male,3
201544,0,36,Self Enquiry,1,12,Salaried,Female,2
201545,0,31,Self Enquiry,1,,Salaried,Female,3
201546,0,35,Self Enquiry,3,,Small Business,Male,2
201547,0,45,Self Enquiry,1,12,Salaried,Male,2
201548,0,37,Self Enquiry,1,13,Small Business,Male,1
201549,0,46,Self Enquiry,2,11,Small Business,Male,3
201550,0,30,Self Enquiry,1,6,Salaried,Male,2
201551,0,35,Self Enquiry,1,6,Small Business,Male,1
201552,0,55,Self Enquiry,3,6,Salaried,Male,3
201553,0,38,Company Invited,1,12,Small Business,Female,3
201554,0,34,Self Enquiry,1,,Small Business,Male,3
201555,0,56,Self Enquiry,1,13,Salaried,Male,2
201556,0,23,Self Enquiry,3,8,Large Business,Male,3
201557,0,51,Self Enquiry,1,15,Salaried,Male,3
201558,0,,Self Enquiry,1,8,Salaried,Male,4
201559,1,46,Self Enquiry,3,15,Small Business,Male,3
201560,0,40,Company Invited,1,6,Salaried,Male,3
201561,0,51,Self Enquiry,3,27,Small Business,Male,3
201562,0,30,Self Enquiry,3,10,Small Business,Female,3
201563,0,46,Company Invited,1,6,Small Business,Male,2
201564,0,32,Self Enquiry,3,12,Small Business,Male,2
201565,0,54,Self Enquiry,1,8,Large Business,Female,2
201566,0,24,Self Enquiry,3,9,Salaried,Female,2
201567,0,28,Company Invited,3,10,Small Business,Male,2
201568,0,58,Self Enquiry,3,16,Small Business,Male,2
201569,0,44,Company Invited,1,29,Small Business,Male,3
201570,1,37,Self Enquiry,2,12,Salaried,Male,3
201571,0,32,Self Enquiry,1,6,Salaried,Male,3
201572,1,20,Company Invited,1,12,Salaried,Female,3
201573,0,34,Self Enquiry,1,,Salaried,Female,2
201574,0,37,Company Invited,1,8,Salaried,Male,3
201575,0,59,Company Invited,2,8,Salaried,Female,2
201576,0,50,Company Invited,1,6,Salaried,Female,3
201577,1,25,Self Enquiry,3,11,Small Business,Male,2
201578,0,25,Self Enquiry,1,13,Small Business,Male,3
201579,0,22,Self Enquiry,1,21,Small Business,Female,2
201580,0,51,Company Invited,1,6,Small Business,Female,1
201581,1,34,Company Invited,1,13,Salaried,Male,3
201582,0,54,Company Invited,2,32,Salaried,Female,1
201583,0,24,Self Enquiry,1,24,Salaried,Male,2
201584,0,34,Self Enquiry,1,,Salaried,Female,2
201585,0,37,Self Enquiry,3,9,Salaried,Male,2
201586,0,34,Self Enquiry,1,11,Small Business,Fe Male,2
201587,0,36,Company Invited,3,17,Large Business,Female,3
201588,0,36,Self Enquiry,1,9,Salaried,Female,2
201589,0,43,Company Invited,3,32,Salaried,Male,3
201590,0,30,Company Invited,1,29,Salaried,Male,3
201591,0,33,Company Invited,3,28,Small Business,Male,3
201592,1,56,Self Enquiry,1,20,Salaried,Female,3
201593,0,51,Self Enquiry,1,12,Salaried,Male,2
201594,1,31,Self Enquiry,3,12,Salaried,Male,3
201595,0,26,Self Enquiry,1,12,Salaried,Female,2
201596,1,58,Self Enquiry,1,29,Small Business,Female,3
201597,1,19,Self Enquiry,3,28,Small Business,Male,2
201598,0,22,Self Enquiry,1,8,Large Business,Male,3
201599,0,49,Self Enquiry,1,26,Small Business,Female,3
201600,0,43,Company Invited,1,,Small Business,Female,3
201601,0,50,Company Invited,3,18,Small Business,Fe Male,3
201602,1,31,Self Enquiry,3,,Salaried,Female,3
201603,0,41,Self Enquiry,3,15,Salaried,Male,3
201604,0,26,Self Enquiry,2,31,Salaried,Female,3
201605,0,36,Self Enquiry,1,12,Small Business,Male,2
201606,1,51,Company Invited,1,14,Salaried,Male,2
201607,0,39,Self Enquiry,3,10,Salaried,Female,2
201608,0,25,Self Enquiry,3,34,Salaried,Male,2
201609,0,30,Self Enquiry,2,15,Salaried,Male,2
201610,1,,Self Enquiry,1,15,Small Business,Female,2
201611,0,,Self Enquiry,1,35,Small Business,Male,2
201612,0,38,Self Enquiry,1,,Large Business,Female,2
201613,0,30,Self Enquiry,1,24,Salaried,Female,3
201614,0,32,Company Invited,3,,Small Business,Male,2
201615,0,30,Self Enquiry,1,11,Large Business,Female,2
201616,0,30,Self Enquiry,1,8,Small Business,Male,2
201617,0,41,Company Invited,1,16,Salaried,Male,3
201618,0,41,Self Enquiry,1,15,Salaried,Male,3
201619,0,19,Self Enquiry,1,9,Small Business,Female,3
201620,0,40,Company Invited,1,32,Small Business,Female,2
201621,0,35,Self Enquiry,3,6,Small Business,Male,3
201622,0,53,Self Enquiry,3,12,Small Business,Male,2
201623,0,45,Self Enquiry,1,15,Salaried,Male,2
201624,0,32,Company Invited,3,14,Small Business,Fe Male,2
201625,0,29,Company Invited,1,,Large Business,Male,2
201626,0,51,Self Enquiry,1,13,Small Business,Male,2
201627,0,58,Self Enquiry,1,15,Small Business,Female,3
201628,0,40,Self Enquiry,3,10,Small Business,Male,3
201629,0,34,Company Invited,3,8,Small Business,Female,3
201630,0,22,Self Enquiry,1,25,Small Business,Male,3
201631,0,27,Company Invited,1,15,Small Business,Male,2
201632,0,28,Self Enquiry,1,27,Small Business,Male,2
201633,0,57,Self Enquiry,1,30,Salaried,Male,2
201634,0,27,Company Invited,1,9,Small Business,Male,3
201635,0,50,Self Enquiry,1,17,Salaried,Female,2
201636,0,41,Self Enquiry,1,20,Salaried,Male,2
201637,0,30,Self Enquiry,3,11,Salaried,Female,2
201638,0,38,Self Enquiry,3,6,Salaried,Fe Male,2
201639,0,32,Self Enquiry,1,12,Salaried,Male,2
201640,0,27,Self Enquiry,1,23,Large Business,Male,2
201641,1,19,Company Invited,3,6,Large Business,Female,3
201642,0,36,Company Invited,1,9,Small Business,Male,1
201643,0,30,Company Invited,1,15,Small Business,Male,3
201644,0,45,Self Enquiry,3,10,Salaried,Female,1
201645,0,56,Self Enquiry,1,,Salaried,Female,3
201646,0,33,Self Enquiry,1,8,Salaried,Male,2
201647,1,19,Self Enquiry,1,8,Salaried,Male,2
201648,0,46,Self Enquiry,3,6,Small Business,Female,3
201649,0,38,Self Enquiry,1,15,Salaried,Female,3
201650,0,,Self Enquiry,1,18,Small Business,Female,3
201651,0,34,Self Enquiry,1,33,Small Business,Female,3
201652,1,41,Self Enquiry,3,26,Small Business,Female,3
201653,0,,Self Enquiry,1,6,Small Business,Male,2
201654,0,53,Self Enquiry,1,,Small Business,Female,2
201655,0,33,Self Enquiry,1,20,Small Business,Female,3
201656,0,40,Self Enquiry,1,10,Small Business,Female,2
201657,0,55,Self Enquiry,1,20,Small Business,Male,3
201658,0,34,Company Invited,1,8,Salaried,Male,2
201659,0,51,Self Enquiry,1,9,Small Business,Female,3
201660,0,52,Self Enquiry,1,6,Salaried,Male,3
201661,0,27,Self Enquiry,1,15,Small Business,Female,4
201662,1,35,Self Enquiry,1,29,Salaried,Male,2
201663,0,43,Company Invited,1,13,Small Business,Male,2
201664,0,45,Company Invited,1,8,Small Business,Male,3
201665,0,,Self Enquiry,1,27,Salaried,Male,3
201666,0,35,Company Invited,1,,Small Business,Female,2
201667,0,42,Company Invited,1,27,Small Business,Female,2
201668,0,38,Self Enquiry,1,8,Salaried,Male,2
201669,0,38,Self Enquiry,1,35,Large Business,Male,2
201670,0,27,Company Invited,1,,Large Business,Male,2
201671,0,49,Company Invited,1,24,Salaried,Male,3
201672,0,,Company Invited,1,16,Small Business,Male,2
201673,0,40,Self Enquiry,1,25,Small Business,Male,1
201674,1,38,Self Enquiry,1,35,Small Business,Male,3
201675,1,29,Self Enquiry,3,33,Small Business,Female,2
201676,0,22,Self Enquiry,1,11,Salaried,Male,2
201677,0,36,Company Invited,1,24,Small Business,Female,3
201678,0,40,Company Invited,1,,Salaried,Male,3
201679,0,46,Self Enquiry,1,6,Small Business,Male,3
201680,1,32,Self Enquiry,3,10,Small Business,Male,2
201681,0,30,Company Invited,1,6,Salaried,Male,2
201682,0,27,Company Invited,3,26,Salaried,Fe Male,2
201683,0,51,Self Enquiry,1,14,Salaried,Male,2
201684,1,30,Self Enquiry,1,9,Large Business,Female,2
201685,0,41,Self Enquiry,3,12,Salaried,Female,3
201686,1,30,Company Invited,3,32,Small Business,Female,2
201687,1,29,Self Enquiry,1,6,Large Business,Male,2
201688,0,45,Company Invited,3,12,Small Business,Fe Male,2
201689,0,54,Self Enquiry,3,9,Small Business,Female,2
201690,0,36,Self Enquiry,1,11,Salaried,Male,3
201691,0,33,Self Enquiry,1,10,Small Business,Female,2
201692,0,37,Company Invited,1,17,Salaried,Male,2
201693,0,38,Self Enquiry,3,9,Salaried,Male,3
201694,0,31,,1,,Small Business,Male,2
201695,0,59,Self Enquiry,1,9,Salaried,Male,3
201696,0,37,Company Invited,3,10,Small Business,Male,2
201697,0,29,Company Invited,3,6,Small Business,Female,2
201698,0,35,Company Invited,3,6,Small Business,Fe Male,3
201699,1,29,Self Enquiry,1,24,Small Business,Male,2
201700,0,52,Self Enquiry,1,8,Salaried,Female,2
201701,0,42,Self Enquiry,1,10,Large Business,Male,2
201702,0,59,Self Enquiry,2,12,Small Business,Male,2
201703,0,50,Self Enquiry,3,6,Small Business,Female,3
201704,1,33,Self Enquiry,1,20,Small Business,Male,2
201705,0,43,Self Enquiry,3,22,Small Business,Female,3
201706,1,33,Self Enquiry,1,8,Salaried,Female,2
201707,0,52,Company Invited,3,8,Salaried,Male,3
201708,0,,Self Enquiry,3,10,Salaried,Female,2
201709,1,,Self Enquiry,1,6,Salaried,Male,3
201710,0,39,Self Enquiry,1,6,Small Business,Female,3
201711,0,32,Company Invited,3,,Small Business,Male,3
201712,0,41,Self Enquiry,1,25,Salaried,Male,2
201713,0,40,Self Enquiry,1,30,Large Business,Male,3
201714,0,45,Self Enquiry,1,6,Salaried,Male,3
201715,0,31,Company Invited,1,9,Small Business,Male,3
201716,0,33,Self Enquiry,1,11,Salaried,Female,3
201717,0,34,Self Enquiry,1,8,Salaried,Male,2
201718,0,,Self Enquiry,1,6,Small Business,Female,2
201719,0,45,Company Invited,1,13,Salaried,Male,3
201720,1,37,Company Invited,1,16,Small Business,Male,3
201721,0,39,Company Invited,1,8,Large Business,Fe Male,3
201722,0,29,Self Enquiry,1,21,Salaried,Male,2
201723,0,42,Self Enquiry,1,23,Salaried,Female,2
201724,0,29,Self Enquiry,3,26,Small Business,Male,2
201725,0,25,Self Enquiry,1,,Salaried,Female,3
201726,0,42,Self Enquiry,1,8,Small Business,Female,2
201727,0,40,Self Enquiry,1,8,Small Business,Male,2
201728,0,51,Self Enquiry,1,6,Salaried,Male,3
201729,1,,Company Invited,1,35,Small Business,Male,3
201730,0,32,Company Invited,1,13,Salaried,Male,3
201731,0,38,Company Invited,3,8,Salaried,Male,2
201732,0,32,Self Enquiry,1,8,Large Business,Male,2
201733,0,46,Self Enquiry,3,8,Large Business,Female,3
201734,1,,Self Enquiry,1,8,Salaried,Male,3
201735,0,29,Self Enquiry,3,8,Small Business,Male,3
201736,0,31,Self Enquiry,1,29,Small Business,Male,3
201737,0,,Company Invited,1,11,Salaried,Male,2
201738,0,45,Self Enquiry,1,26,Small Business,Male,3
201739,0,36,Self Enquiry,1,12,Salaried,Male,2
201740,0,55,Self Enquiry,1,6,Small Business,Male,2
201741,1,47,Company Invited,1,35,Salaried,Male,2
201742,0,28,Self Enquiry,1,15,Small Business,Male,3
201743,0,37,Self Enquiry,3,12,Small Business,Male,3
201744,0,21,Self Enquiry,1,9,Small Business,Male,3
201745,0,37,Company Invited,1,6,Small Business,Female,3
201746,0,35,Self Enquiry,1,28,Salaried,Female,3
201747,0,38,Self Enquiry,3,13,Small Business,Female,2
201748,0,26,Company Invited,1,6,Salaried,Female,2
201749,0,50,Self Enquiry,1,10,Salaried,Male,3
201750,0,53,Self Enquiry,1,9,Small Business,Male,2
201751,0,42,Self Enquiry,3,6,Salaried,Male,1
201752,0,29,Company Invited,3,,Salaried,Male,2
201753,0,55,Self Enquiry,1,26,Large Business,Male,2
201754,0,26,Company Invited,1,,Small Business,Male,2
201755,0,37,Self Enquiry,1,6,Salaried,Female,2
201756,1,44,Company Invited,1,30,Salaried,Male,2
201757,0,38,Self Enquiry,1,29,Salaried,Male,2
201758,1,26,Self Enquiry,1,22,Small Business,Male,2
201759,0,28,Self Enquiry,1,14,Salaried,Female,3
201760,0,49,Company Invited,1,16,Salaried,Female,2
201761,0,36,Self Enquiry,1,,Large Business,Male,1
201762,0,31,Company Invited,3,11,Small Business,Female,2
201763,1,26,Self Enquiry,3,10,Small Business,Male,2
201764,0,37,Company Invited,1,15,Small Business,Male,2
201765,0,42,Company Invited,3,32,Small Business,Female,3
201766,1,18,Self Enquiry,1,9,Small Business,Male,2
201767,0,35,Self Enquiry,3,22,Small Business,Male,3
201768,0,,Company Invited,1,24,Salaried,Male,2
201769,0,51,Self Enquiry,1,8,Small Business,Male,2
201770,0,41,Self Enquiry,3,8,Salaried,Male,2
201771,0,18,Self Enquiry,3,16,Small Business,Female,3
201772,0,28,Self Enquiry,1,22,Small Business,Male,3
201773,0,31,Self Enquiry,3,13,Large Business,Male,3
201774,0,39,Self Enquiry,1,6,Small Business,Male,2
201775,0,36,Company Invited,1,30,Salaried,Female,2
201776,0,32,Self Enquiry,3,13,Salaried,Male,3
201777,0,38,Self Enquiry,1,31,Salaried,Female,2
201778,0,58,Company Invited,1,6,Salaried,Male,2
201779,0,31,Self Enquiry,1,,Large Business,Male,2
201780,0,31,Self Enquiry,2,8,Salaried,Male,3
201781,0,45,Company Invited,1,13,Salaried,Male,3
201782,0,31,Self Enquiry,1,8,Salaried,Male,2
201783,0,33,Company Invited,1,11,Salaried,Female,3
201784,0,39,Self Enquiry,1,16,Small Business,Male,3
201785,0,43,Company Invited,1,16,Salaried,Female,2
201786,0,49,Self Enquiry,1,6,Large Business,Female,2
201787,1,52,Self Enquiry,1,14,Small Business,Male,2
201788,0,27,Self Enquiry,1,11,Salaried,Female,2
201789,0,32,Self Enquiry,3,14,Large Business,Female,3
