CustomerID,DateOfBirth(age),ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Totalvisiting,DateofBirth,Date(birth),Month(birth),Year(birth),TypeofContact(Allias)
200917,1991-01,0,34.0,Self Enquiry,3,13.0,Small Business,2.0,2014-06-17,17,6,2014,SE
200918,1974-01,0,51.0,Company Invited,3,15.0,Salaried,3.0,2014-09-15,15,9,2014,CI
200919,1966-01,0,59.0,Self Enquiry,1,24.0,Small Business,4.0,2013-06-07,7,6,2013,SE
200920,1991-01,0,34.0,Company Invited,1,13.0,Small Business,2.0,2011-06-27,27,6,2011,CI
200921,1997-01,0,28.0,Company Invited,1,6.0,Small Business,2.0,2011-11-10,10,11,2011,CI
200922,1981-01,0,44.0,Self Enquiry,1,10.0,Salaried,5.0,2014-03-17,17,3,2014,SE
200923,1991-01,0,34.0,Company Invited,2,13.0,Salaried,3.0,2011-04-12,12,4,2011,CI
200924,1989-01,0,36.0,Self Enquiry,1,12.0,Salaried,4.0,2012-11-20,20,11,2012,SE
200925,1983-01,0,42.0,Self Enquiry,1,13.0,Small Business,3.0,2012-05-13,13,5,2012,SE
200926,1982-01,0,43.0,Self Enquiry,3,10.0,Small Business,2.0,2010-02-11,11,2,2010,SE
200927,1989-01,0,36.0,Self Enquiry,1,8.0,Salaried,2.0,2012-09-21,21,9,2012,SE
200928,1981-01,1,44.0,Self Enquiry,1,21.0,Small Business,4.0,2012-03-07,7,3,2012,SE
200929,1989-01,0,36.0,Company Invited,1,8.0,Salaried,2.0,2013-03-13,13,3,2013,CI
200930,1974-01,0,51.0,Company Invited,1,12.0,Small Business,3.0,2014-02-16,16,2,2014,CI
200931,1995-01,0,30.0,Company Invited,1,13.0,Small Business,5.0,2011-05-04,4,5,2011,CI
200932,1996-01,1,29.0,Self Enquiry,1,13.0,Large Business,3.0,2013-02-15,15,2,2013,SE
200933,1997-01,0,28.0,Self Enquiry,1,6.0,Large Business,2.0,2012-05-27,27,5,2012,SE
200934,2000-01,0,25.0,Self Enquiry,1,6.0,Small Business,2.0,2013-11-05,5,11,2013,SE
200935,1993-01,0,32.0,Self Enquiry,3,14.0,Small Business,2.0,2010-12-24,24,12,2010,SE
200936,1980-01,0,45.0,Company Invited,1,31.0,Small Business,3.0,2011-05-28,28,5,2011,CI
200937,1986-01,0,39.0,Self Enquiry,1,19.0,Small Business,5.0,2015-06-03,3,6,2015,SE
200938,1967-01,0,58.0,Self Enquiry,1,29.0,Salaried,3.0,2014-08-30,30,8,2014,SE
200939,1993-01,1,32.0,Self Enquiry,1,13.0,Salaried,4.0,2013-06-22,22,6,2013,SE
200940,1989-01,1,36.0,Self Enquiry,1,29.0,Small Business,5.0,2015-03-07,7,3,2015,SE
200941,1995-01,0,30.0,Self Enquiry,1,13.0,Large Business,3.0,2014-04-07,7,4,2014,SE
200942,1989-01,0,36.0,Self Enquiry,1,16.0,Large Business,5.0,2014-06-14,14,6,2014,SE
200943,1989-01,0,36.0,Self Enquiry,2,6.0,Salaried,2.0,2010-03-14,14,3,2010,SE
200944,1997-01,0,28.0,Company Invited,1,6.0,Salaried,2.0,2013-07-04,4,7,2013,CI
200945,1975-01,0,50.0,Self Enquiry,1,34.0,Salaried,2.0,2012-12-05,5,12,2012,SE
200946,1985-01,1,40.0,Self Enquiry,3,31.0,Small Business,3.0,2015-05-08,8,5,2015,SE
200947,1973-01,1,52.0,Self Enquiry,3,11.0,Salaried,4.0,2012-10-16,16,10,2012,SE
200948,1995-01,0,30.0,Self Enquiry,1,23.0,Small Business,5.0,2012-10-12,12,10,2012,SE
200949,1986-01,0,39.0,Self Enquiry,1,13.0,Salaried,2.0,2012-01-26,26,1,2012,SE
200950,1994-01,0,31.0,Company Invited,3,8.0,Salaried,2.0,2012-08-11,11,8,2012,CI
200951,1984-01,0,41.0,Company Invited,3,16.0,Small Business,2.0,2012-03-06,6,3,2012,CI
200952,1994-01,1,31.0,Company Invited,3,6.0,Salaried,3.0,2015-08-27,27,8,2015,CI
200953,1981-01,1,44.0,Self Enquiry,1,9.0,Salaried,3.0,2010-04-12,12,4,2010,SE
200954,1983-01,0,42.0,Company Invited,1,8.0,Salaried,3.0,2011-05-25,25,5,2011,CI
200955,1970-01,0,55.0,Self Enquiry,1,8.0,Small Business,3.0,2015-04-13,13,4,2015,SE
200956,1969-01,0,56.0,Self Enquiry,2,14.0,Salaried,3.0,2015-10-04,4,10,2015,SE
200957,1989-01,0,36.0,Company Invited,1,22.0,Salaried,5.0,2013-04-11,11,4,2013,CI
200958,1991-01,0,34.0,Self Enquiry,1,15.0,Salaried,3.0,2013-03-28,28,3,2013,SE
200959,1985-01,0,40.0,Self Enquiry,1,13.0,Salaried,5.0,2012-03-07,7,3,2012,SE
200960,1989-01,0,36.0,Company Invited,3,6.0,Small Business,4.0,2012-06-01,1,6,2012,CI
200961,1990-01,0,35.0,Company Invited,1,13.0,Salaried,3.0,2013-12-27,27,12,2013,CI
200962,1974-01,0,51.0,Self Enquiry,2,11.0,Salaried,3.0,2012-09-10,10,9,2012,SE
200963,1987-01,0,38.0,Self Enquiry,3,8.0,Salaried,3.0,2012-11-27,27,11,2012,SE
200964,1991-01,0,34.0,Self Enquiry,3,21.0,Small Business,5.0,2011-09-28,28,9,2011,SE
200965,1989-01,0,36.0,Self Enquiry,1,25.0,Small Business,5.0,2015-11-01,1,11,2015,SE
200966,1967-01,1,58.0,Self Enquiry,1,13.0,Small Business,2.0,2015-10-30,30,10,2015,SE
200967,1985-01,0,40.0,Self Enquiry,1,6.0,Salaried,3.0,2011-09-16,16,9,2011,SE
200968,1989-01,0,36.0,Company Invited,3,13.0,Small Business,2.0,2013-07-20,20,7,2013,CI
200969,1977-01,0,48.0,Self Enquiry,1,10.0,Salaried,3.0,2011-01-23,23,1,2011,SE
200970,1998-01,0,27.0,Self Enquiry,3,17.0,Small Business,4.0,2014-11-23,23,11,2014,SE
200971,1974-01,0,51.0,Self Enquiry,1,17.0,Large Business,3.0,2012-01-13,13,1,2012,SE
200972,2007-01,0,18.0,Company Invited,1,6.0,Salaried,4.0,2015-08-16,16,8,2015,CI
200973,1990-01,0,35.0,Self Enquiry,1,6.0,Small Business,3.0,2011-03-14,14,3,2011,SE
200974,1998-01,0,27.0,Company Invited,3,8.0,Salaried,3.0,2014-02-19,19,2,2014,CI
200975,1970-01,1,55.0,Self Enquiry,3,19.0,Small Business,3.0,2011-03-20,20,3,2011,SE
200976,1969-01,0,56.0,Self Enquiry,1,29.0,Salaried,5.0,2011-05-10,10,5,2011,SE
200977,1991-01,0,34.0,Company Invited,1,32.0,Large Business,3.0,2012-01-14,14,1,2012,CI
200978,1985-01,0,40.0,Self Enquiry,1,8.0,Small Business,2.0,2014-04-04,4,4,2014,SE
200979,1991-01,0,34.0,Self Enquiry,1,35.0,Small Business,2.0,2012-10-12,12,10,2012,SE
200980,1994-01,1,31.0,Company Invited,3,8.0,Salaried,3.0,2010-05-23,23,5,2010,CI
200981,1990-01,1,35.0,Company Invited,3,13.0,Small Business,5.0,2010-01-06,6,1,2010,CI
200982,1987-01,0,38.0,Company Invited,1,13.0,Salaried,2.0,2014-03-28,28,3,2014,CI
200983,1991-01,0,34.0,Self Enquiry,1,8.0,Large Business,4.0,2010-09-06,6,9,2010,SE
200984,1997-01,0,28.0,Self Enquiry,3,13.0,Salaried,2.0,2013-08-07,7,8,2013,SE
200985,1994-01,1,31.0,Self Enquiry,1,28.0,Small Business,3.0,2010-07-21,21,7,2010,SE
200986,1986-01,0,39.0,Self Enquiry,3,27.0,Salaried,3.0,2010-07-25,25,7,2010,SE
200987,1974-01,0,51.0,Company Invited,3,8.0,Small Business,2.0,2012-03-22,22,3,2012,CI
200988,1984-01,0,41.0,Company Invited,1,28.0,Salaried,3.0,2014-09-21,21,9,2014,CI
200989,1988-01,0,37.0,Self Enquiry,1,10.0,Salaried,3.0,2012-09-20,20,9,2012,SE
200990,1992-01,0,33.0,Company Invited,3,11.0,Salaried,5.0,2011-04-14,14,4,2011,CI
200991,1989-01,0,36.0,Self Enquiry,3,8.0,Small Business,3.0,2015-10-28,28,10,2015,SE
200992,1986-01,0,39.0,Company Invited,1,31.0,Salaried,3.0,2011-12-01,1,12,2011,CI
200993,2000-01,0,25.0,Self Enquiry,3,24.0,Salaried,3.0,2012-01-21,21,1,2012,SE
200994,1973-01,0,52.0,Company Invited,1,34.0,Small Business,2.0,2011-08-30,30,8,2011,CI
200995,1989-01,0,36.0,Self Enquiry,1,12.0,Small Business,4.0,2015-05-01,1,5,2015,SE
200996,1998-01,0,27.0,Self Enquiry,3,16.0,Small Business,5.0,2015-03-21,21,3,2015,SE
200997,1998-01,1,27.0,Self Enquiry,1,23.0,Salaried,2.0,2012-11-25,25,11,2012,SE
200998,1989-01,0,36.0,Self Enquiry,1,8.0,Small Business,2.0,2014-08-04,4,8,2014,SE
200999,1983-01,0,42.0,Self Enquiry,2,16.0,Salaried,3.0,2012-01-17,17,1,2012,SE
201000,1973-01,0,52.0,Self Enquiry,1,14.0,Salaried,3.0,2013-05-15,15,5,2013,SE
201001,1989-01,0,36.0,Self Enquiry,1,17.0,Small Business,4.0,2012-04-26,26,4,2012,SE
201002,1990-01,0,35.0,Company Invited,1,24.0,Salaried,2.0,2014-04-19,19,4,2014,CI
201003,2000-01,0,25.0,Self Enquiry,1,6.0,Large Business,3.0,2010-05-12,12,5,2010,SE
201004,1989-01,0,36.0,Self Enquiry,1,13.0,Salaried,3.0,2013-02-19,19,2,2013,SE
201005,1996-01,0,29.0,Self Enquiry,2,23.0,Salaried,2.0,2010-08-14,14,8,2010,SE
201006,1976-01,1,49.0,Company Invited,1,13.0,Salaried,4.0,2014-03-22,22,3,2014,CI
201007,1996-01,1,29.0,Company Invited,1,20.0,Salaried,2.0,2015-12-16,16,12,2015,CI
201008,1971-01,0,54.0,Self Enquiry,1,6.0,Small Business,3.0,2012-11-15,15,11,2012,SE
201009,1967-01,0,58.0,Self Enquiry,1,6.0,Small Business,4.0,2012-01-28,28,1,2012,SE
201010,1970-01,0,55.0,Self Enquiry,1,6.0,Small Business,2.0,2013-10-01,1,10,2013,SE
201011,1989-01,0,36.0,Self Enquiry,3,9.0,Small Business,3.0,2011-10-27,27,10,2011,SE
201012,1994-01,1,31.0,Company Invited,3,6.0,Salaried,3.0,2011-10-04,4,10,2011,CI
201013,1995-01,0,30.0,Self Enquiry,3,13.0,Small Business,3.0,2014-05-08,8,5,2014,SE
201014,1994-01,0,31.0,Self Enquiry,1,14.0,Salaried,3.0,2014-10-28,28,10,2014,SE
201015,1991-01,0,34.0,Company Invited,1,6.0,Salaried,5.0,2011-04-17,17,4,2011,CI
201016,1994-01,1,31.0,Self Enquiry,1,14.0,Salaried,3.0,2011-05-11,11,5,2011,SE
201017,1998-01,0,27.0,Self Enquiry,1,17.0,Salaried,5.0,2010-02-07,7,2,2010,SE
201018,1989-01,0,36.0,Self Enquiry,1,10.0,Salaried,3.0,2010-03-03,3,3,2010,SE
201019,1989-01,0,36.0,Self Enquiry,3,22.0,Small Business,3.0,2010-05-15,15,5,2010,SE
201020,1989-01,0,36.0,Self Enquiry,1,6.0,Large Business,3.0,2012-05-26,26,5,2012,SE
201021,2000-01,1,25.0,Self Enquiry,3,13.0,Salaried,3.0,2015-07-29,29,7,2015,SE
201022,1989-01,0,36.0,Company Invited,1,11.0,Large Business,2.0,2013-02-14,14,2,2013,CI
201023,1969-01,0,56.0,Self Enquiry,1,6.0,Salaried,3.0,2014-03-26,26,3,2014,SE
201024,1978-01,0,47.0,Self Enquiry,1,8.0,Small Business,2.0,2014-08-14,14,8,2014,SE
201025,1989-01,0,36.0,Self Enquiry,3,10.0,Small Business,2.0,2014-11-29,29,11,2014,SE
201026,1993-01,0,32.0,Self Enquiry,3,13.0,Small Business,4.0,2013-09-09,9,9,2013,SE
201027,1991-01,0,34.0,Self Enquiry,1,6.0,Salaried,3.0,2011-12-26,26,12,2011,SE
201028,1984-01,0,41.0,Self Enquiry,1,11.0,Small Business,3.0,2015-03-15,15,3,2015,SE
201029,1989-01,0,36.0,Company Invited,1,15.0,Salaried,2.0,2010-02-04,4,2,2010,CI
201030,1994-01,0,31.0,Self Enquiry,3,14.0,Salaried,2.0,2012-09-25,25,9,2012,SE
201031,1979-01,1,46.0,Self Enquiry,3,15.0,Small Business,3.0,2011-04-23,23,4,2011,SE
201032,1989-01,1,36.0,Company Invited,1,8.0,Salaried,2.0,2013-09-22,22,9,2013,CI
201033,1994-01,1,31.0,Company Invited,1,6.0,Salaried,5.0,2010-12-21,21,12,2010,CI
201034,1980-01,0,45.0,Self Enquiry,1,26.0,Small Business,3.0,2011-05-23,23,5,2011,SE
201035,1994-01,0,31.0,Self Enquiry,2,14.0,Small Business,5.0,2015-08-05,5,8,2015,SE
201036,1989-01,1,36.0,Company Invited,1,8.0,Salaried,4.0,2013-07-20,20,7,2013,CI
201037,1980-01,0,45.0,Self Enquiry,1,35.0,Large Business,2.0,2012-04-12,12,4,2012,SE
201038,1977-01,0,48.0,Self Enquiry,3,13.0,Small Business,4.0,2013-03-06,6,3,2013,SE
201039,1991-01,1,34.0,Self Enquiry,2,15.0,Large Business,2.0,2012-08-28,28,8,2012,SE
201040,1985-01,0,40.0,Company Invited,1,14.0,Small Business,3.0,2011-10-17,17,10,2011,CI
201041,1997-01,0,28.0,Self Enquiry,3,11.0,Small Business,2.0,2015-10-08,8,10,2015,SE
201042,1981-01,0,44.0,Company Invited,1,11.0,Salaried,3.0,2015-10-04,4,10,2015,CI
201043,1972-01,0,53.0,Self Enquiry,1,8.0,Small Business,2.0,2012-02-05,5,2,2012,SE
201044,1976-01,0,49.0,Self Enquiry,1,11.0,Large Business,3.0,2014-09-29,29,9,2014,SE
201045,1985-01,0,40.0,Self Enquiry,1,8.0,Small Business,3.0,2015-01-21,21,1,2015,SE
201046,1989-01,0,36.0,Self Enquiry,1,26.0,Salaried,3.0,2013-08-26,26,8,2013,SE
201047,1992-01,0,33.0,Self Enquiry,3,13.0,Small Business,2.0,2013-08-23,23,8,2013,SE
201048,1991-01,0,34.0,Self Enquiry,3,13.0,Salaried,3.0,2014-01-07,7,1,2014,SE
201049,1995-01,0,30.0,Self Enquiry,3,22.0,Salaried,5.0,2011-05-27,27,5,2011,SE
201050,1989-01,0,36.0,Company Invited,1,15.0,Small Business,4.0,2012-07-21,21,7,2012,CI
201051,1981-01,0,44.0,Company Invited,3,13.0,Small Business,4.0,2010-04-27,27,4,2010,CI
201052,1995-01,0,30.0,Company Invited,1,13.0,Large Business,3.0,2012-11-10,10,11,2012,CI
201053,1968-01,0,57.0,Self Enquiry,1,6.0,Salaried,5.0,2015-11-13,13,11,2015,SE
201054,1976-01,0,49.0,Self Enquiry,1,13.0,Salaried,3.0,2014-07-26,26,7,2014,SE
201055,1991-01,0,34.0,Company Invited,1,21.0,Small Business,5.0,2015-12-14,14,12,2015,CI
201056,1997-01,1,28.0,Company Invited,3,6.0,Large Business,3.0,2014-08-21,21,8,2014,CI
201057,1996-01,1,29.0,Company Invited,3,19.0,Large Business,3.0,2011-08-30,30,8,2011,CI
201058,1991-01,1,34.0,Self Enquiry,3,13.0,Small Business,2.0,2011-10-21,21,10,2011,SE
201059,1990-01,0,35.0,Self Enquiry,3,13.0,Salaried,3.0,2013-07-11,11,7,2013,SE
201060,2001-01,1,24.0,Company Invited,1,15.0,Small Business,3.0,2012-05-27,27,5,2012,CI
201061,2001-01,0,24.0,Company Invited,3,19.0,Salaried,3.0,2010-01-16,16,1,2010,CI
201062,1981-01,0,44.0,Company Invited,1,8.0,Small Business,3.0,2014-05-04,4,5,2014,CI
201063,1996-01,0,29.0,Self Enquiry,3,25.0,Salaried,3.0,2013-02-22,22,2,2013,SE
201064,1995-01,0,30.0,Self Enquiry,2,6.0,Salaried,3.0,2013-02-24,24,2,2013,SE
201065,1989-01,0,36.0,Self Enquiry,1,10.0,Salaried,1.0,2013-04-05,5,4,2013,SE
201066,1989-01,0,36.0,Self Enquiry,1,10.0,Small Business,2.0,2014-08-10,10,8,2014,SE
201067,1978-01,0,47.0,Self Enquiry,3,13.0,Small Business,3.0,2010-03-23,23,3,2010,SE
201068,1997-01,1,28.0,Company Invited,1,8.0,Small Business,2.0,2013-10-28,28,10,2013,CI
201069,1997-01,0,28.0,Self Enquiry,1,6.0,Salaried,4.0,2011-10-05,5,10,2011,SE
201070,1997-01,0,28.0,Company Invited,3,13.0,Salaried,3.0,2011-10-26,26,10,2011,CI
201071,1976-01,0,49.0,Self Enquiry,1,13.0,Small Business,3.0,2015-12-03,3,12,2015,SE
201072,1996-01,0,29.0,Company Invited,1,8.0,Salaried,5.0,2010-03-19,19,3,2010,CI
201073,1997-01,0,28.0,Self Enquiry,1,35.0,Salaried,5.0,2010-02-05,5,2,2010,SE
201074,1992-01,0,33.0,Self Enquiry,1,14.0,Salaried,5.0,2010-06-02,2,6,2010,SE
201075,1993-01,0,32.0,Self Enquiry,1,16.0,Small Business,1.0,2011-01-02,2,1,2011,SE
201076,1971-01,0,54.0,Company Invited,1,17.0,Small Business,2.0,2015-03-19,19,3,2015,CI
201077,1996-01,1,29.0,Self Enquiry,1,6.0,Large Business,5.0,2014-01-25,25,1,2014,SE
201078,1981-01,0,44.0,Self Enquiry,1,34.0,Salaried,2.0,2010-08-30,30,8,2010,SE
201079,1986-01,0,39.0,Self Enquiry,1,12.0,Salaried,3.0,2010-06-03,3,6,2010,SE
201080,1979-01,0,46.0,Self Enquiry,3,9.0,Salaried,2.0,2013-06-23,23,6,2013,SE
201081,1990-01,0,35.0,Self Enquiry,1,22.0,Salaried,5.0,2011-05-16,16,5,2011,SE
201082,2002-01,0,23.0,Self Enquiry,1,26.0,Salaried,5.0,2013-07-09,9,7,2013,SE
201083,1985-01,1,40.0,Self Enquiry,1,15.0,Salaried,3.0,2013-04-09,9,4,2013,SE
201084,1991-01,0,34.0,Self Enquiry,3,6.0,Large Business,4.0,2015-09-07,7,9,2015,SE
201085,1989-01,1,36.0,Company Invited,1,9.0,Salaried,3.0,2013-12-15,15,12,2013,CI
201086,1975-01,0,50.0,Company Invited,1,28.0,Small Business,3.0,2012-03-02,2,3,2012,CI
201087,1991-01,0,34.0,Self Enquiry,3,13.0,Large Business,3.0,2015-06-15,15,6,2015,SE
201088,1983-01,0,42.0,Self Enquiry,1,13.0,Small Business,5.0,2015-01-02,2,1,2015,SE
201089,1988-01,0,37.0,Self Enquiry,1,13.0,Small Business,2.0,2012-12-09,9,12,2012,SE
201090,1996-01,0,29.0,Self Enquiry,1,14.0,Salaried,2.0,2011-08-08,8,8,2011,SE
201091,1992-01,0,33.0,Self Enquiry,1,13.0,Salaried,3.0,2010-02-24,24,2,2010,SE
201092,1980-01,0,45.0,Self Enquiry,1,34.0,Large Business,5.0,2012-10-12,12,10,2012,SE
201093,1983-01,0,42.0,Company Invited,1,8.0,Salaried,2.0,2014-05-18,18,5,2014,CI
201094,1985-01,0,40.0,Self Enquiry,3,15.0,Small Business,3.0,2013-09-09,9,9,2013,SE
201095,1992-01,0,33.0,Self Enquiry,1,34.0,Salaried,3.0,2014-03-12,12,3,2014,SE
201096,1985-01,0,40.0,Self Enquiry,2,12.0,Small Business,3.0,2013-06-28,28,6,2013,SE
201097,2001-01,0,24.0,Self Enquiry,1,27.0,Large Business,2.0,2014-11-24,24,11,2014,SE
201098,1989-01,0,36.0,Company Invited,1,14.0,Salaried,4.0,2012-12-20,20,12,2012,CI
201099,1980-01,0,45.0,Self Enquiry,1,6.0,Large Business,4.0,2015-04-27,27,4,2015,SE
201100,1990-01,0,35.0,Self Enquiry,3,34.0,Salaried,5.0,2011-06-29,29,6,2011,SE
201101,1993-01,0,32.0,Self Enquiry,1,11.0,Salaried,3.0,2011-04-18,18,4,2011,SE
201102,1989-01,0,36.0,Self Enquiry,3,8.0,Salaried,3.0,2015-09-09,9,9,2015,SE
201103,1977-01,0,48.0,Self Enquiry,3,22.0,Salaried,3.0,2014-01-07,7,1,2014,SE
201104,1996-01,0,29.0,Self Enquiry,1,15.0,Salaried,3.0,2011-04-21,21,4,2011,SE
201105,1992-01,0,33.0,Self Enquiry,3,14.0,Salaried,2.0,2011-02-16,16,2,2011,SE
201106,1995-01,1,30.0,Self Enquiry,3,6.0,Salaried,4.0,2015-03-02,2,3,2015,SE
201107,1987-01,0,38.0,Company Invited,2,16.0,Salaried,5.0,2015-05-16,16,5,2015,CI
201108,1990-01,0,35.0,Self Enquiry,1,6.0,Small Business,5.0,2011-05-02,2,5,2011,SE
201109,1995-01,0,30.0,Self Enquiry,3,35.0,Large Business,3.0,2013-10-10,10,10,2013,SE
201110,1990-01,1,35.0,Self Enquiry,1,8.0,Salaried,4.0,2014-11-09,9,11,2014,SE
201111,1972-01,1,53.0,Self Enquiry,1,8.0,Large Business,5.0,2010-02-14,14,2,2010,SE
201112,1987-01,1,38.0,Self Enquiry,1,13.0,Small Business,2.0,2013-02-02,2,2,2013,SE
201113,1989-01,0,36.0,Company Invited,1,6.0,Large Business,5.0,2012-11-12,12,11,2012,CI
201114,1977-01,0,48.0,Self Enquiry,1,21.0,Salaried,3.0,2010-08-03,3,8,2010,SE
201115,1991-01,0,34.0,Self Enquiry,1,13.0,Small Business,3.0,2012-10-09,9,10,2012,SE
201116,1970-01,0,55.0,Self Enquiry,3,32.0,Small Business,3.0,2010-08-14,14,8,2010,SE
201117,1991-01,0,34.0,Self Enquiry,1,6.0,Salaried,2.0,2012-11-08,8,11,2012,SE
201118,1999-01,0,26.0,Self Enquiry,1,9.0,Salaried,3.0,2011-10-22,22,10,2011,SE
201119,1987-01,0,38.0,Self Enquiry,3,20.0,Salaried,5.0,2014-10-09,9,10,2014,SE
201120,1989-01,0,36.0,Self Enquiry,3,22.0,Salaried,2.0,2011-04-22,22,4,2011,SE
201121,1989-01,0,36.0,Self Enquiry,3,6.0,Salaried,4.0,2014-09-26,26,9,2014,SE
201122,1996-01,0,29.0,Self Enquiry,1,13.0,Small Business,3.0,2014-02-17,17,2,2014,SE
201123,1990-01,0,35.0,Self Enquiry,1,16.0,Small Business,2.0,2010-01-19,19,1,2010,SE
201124,1986-01,0,39.0,Self Enquiry,3,12.0,Small Business,3.0,2013-06-11,11,6,2013,SE
201125,1996-01,0,29.0,Company Invited,1,8.0,Salaried,2.0,2011-07-03,3,7,2011,CI
201126,1975-01,0,50.0,Self Enquiry,3,5.0,Small Business,3.0,2011-04-24,24,4,2011,SE
201127,2002-01,0,23.0,Self Enquiry,1,16.0,Large Business,2.0,2013-10-30,30,10,2013,SE
201128,1989-01,0,36.0,Company Invited,1,12.0,Salaried,4.0,2011-09-06,6,9,2011,CI
201129,1983-01,0,42.0,Self Enquiry,1,15.0,Salaried,4.0,2010-09-19,19,9,2010,SE
201130,1989-01,0,36.0,Self Enquiry,1,34.0,Salaried,2.0,2015-11-12,12,11,2015,SE
201131,1991-01,0,34.0,Company Invited,1,16.0,Large Business,4.0,2014-09-01,1,9,2014,CI
201132,1985-01,0,40.0,Self Enquiry,3,13.0,Salaried,3.0,2011-01-05,5,1,2011,SE
201133,1982-01,0,43.0,Self Enquiry,1,13.0,Large Business,3.0,2011-10-14,14,10,2011,SE
201134,1990-01,0,35.0,Self Enquiry,1,13.0,Salaried,3.0,2011-09-05,5,9,2011,SE
201135,1979-01,0,46.0,Self Enquiry,3,6.0,Salaried,3.0,2014-05-30,30,5,2014,SE
201136,1997-01,1,28.0,Self Enquiry,1,30.0,Small Business,2.0,2015-11-05,5,11,2015,SE
201137,2003-01,0,22.0,Company Invited,1,32.0,Salaried,2.0,2015-09-09,9,9,2015,CI
201138,1975-01,0,50.0,Company Invited,1,26.0,Small Business,3.0,2012-07-31,31,7,2012,CI
201139,1993-01,0,32.0,Self Enquiry,1,11.0,Salaried,3.0,2012-04-27,27,4,2012,SE
201140,1981-01,0,44.0,Self Enquiry,1,13.0,Small Business,3.0,2014-02-08,8,2,2014,SE
201141,1995-01,0,30.0,Self Enquiry,1,13.0,Small Business,2.0,2015-11-08,8,11,2015,SE
201142,1980-01,0,45.0,Self Enquiry,1,11.0,Small Business,2.0,2013-08-25,25,8,2013,SE
201143,1980-01,0,45.0,Self Enquiry,3,13.0,Small Business,2.0,2011-10-05,5,10,2011,SE
201144,1994-01,0,31.0,Company Invited,3,8.0,Salaried,2.0,2013-08-04,4,8,2013,CI
201145,1989-01,0,36.0,Self Enquiry,1,13.0,Salaried,5.0,2015-07-18,18,7,2015,SE
201146,1991-01,0,34.0,Company Invited,1,13.0,Salaried,2.0,2015-08-12,12,8,2015,CI
201147,1976-01,0,49.0,Self Enquiry,1,31.0,Salaried,2.0,2013-01-19,19,1,2013,SE
201148,1986-01,0,39.0,Self Enquiry,1,16.0,Small Business,5.0,2013-04-21,21,4,2013,SE
201149,1989-01,0,36.0,Self Enquiry,1,25.0,Salaried,3.0,2012-01-08,8,1,2012,SE
201150,1990-01,0,35.0,Self Enquiry,1,24.0,Salaried,3.0,2010-10-20,20,10,2010,SE
201151,1997-01,0,28.0,Self Enquiry,1,33.0,Small Business,2.0,2012-05-31,31,5,2012,SE
201152,2004-01,0,21.0,Self Enquiry,1,11.0,Small Business,4.0,2012-02-16,16,2,2012,SE
201153,2007-01,1,18.0,Company Invited,3,9.0,Small Business,4.0,2015-02-22,22,2,2015,CI
201154,1978-01,0,47.0,Self Enquiry,2,32.0,Salaried,4.0,2011-03-08,8,3,2011,SE
201155,1986-01,0,39.0,Self Enquiry,1,9.0,Small Business,5.0,2013-03-11,11,3,2013,SE
201156,1985-01,0,40.0,Self Enquiry,1,21.0,Salaried,4.0,2014-03-05,5,3,2014,SE
201157,1989-01,0,36.0,Company Invited,1,14.0,Salaried,3.0,2011-07-10,10,7,2011,CI
201158,1988-01,0,37.0,Self Enquiry,1,25.0,Salaried,2.0,2013-07-26,26,7,2013,SE
201159,1986-01,0,39.0,Company Invited,1,10.0,Small Business,2.0,2014-05-22,22,5,2014,CI
201160,1980-01,0,45.0,Self Enquiry,1,8.0,Salaried,3.0,2013-08-08,8,8,2013,SE
201161,1987-01,0,38.0,Self Enquiry,1,8.0,Small Business,3.0,2013-12-15,15,12,2013,SE
201162,1990-01,1,35.0,Self Enquiry,3,16.0,Small Business,3.0,2014-12-07,7,12,2014,SE
201163,1989-01,0,36.0,Self Enquiry,1,16.0,Small Business,3.0,2013-01-25,25,1,2013,SE
201164,1985-01,0,40.0,Self Enquiry,1,22.0,Salaried,2.0,2012-07-10,10,7,2012,SE
201165,1981-01,0,44.0,Company Invited,2,6.0,Salaried,3.0,2014-01-05,5,1,2014,CI
201166,1977-01,0,48.0,Company Invited,1,10.0,Small Business,3.0,2015-10-04,4,10,2015,CI
201167,1990-01,1,35.0,Self Enquiry,3,21.0,Small Business,3.0,2015-04-02,2,4,2015,SE
201168,1989-01,0,36.0,Company Invited,1,8.0,Large Business,3.0,2013-08-25,25,8,2013,CI
201169,1989-01,0,36.0,Self Enquiry,1,14.0,Small Business,2.0,2012-05-14,14,5,2012,SE
201170,1998-01,0,27.0,Company Invited,1,8.0,Small Business,3.0,2015-12-13,13,12,2015,CI
201171,1985-01,1,40.0,Self Enquiry,1,13.0,Salaried,4.0,2014-08-31,31,8,2014,SE
201172,1996-01,0,29.0,Self Enquiry,3,16.0,Small Business,2.0,2011-02-11,11,2,2011,SE
201173,1989-01,0,36.0,Self Enquiry,1,11.0,Salaried,3.0,2015-01-03,3,1,2015,SE
201174,2000-01,0,25.0,Company Invited,1,8.0,Salaried,4.0,2013-04-12,12,4,2013,CI
201175,1986-01,0,39.0,Self Enquiry,1,18.0,Small Business,4.0,2015-12-14,14,12,2015,SE
201176,1976-01,0,49.0,Self Enquiry,1,28.0,Salaried,4.0,2015-07-01,1,7,2015,SE
