CustomerID,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,Designation,MonthlyIncome,Gender,MaritalStatus(Allias)
201232,3.0,Deluxe,3.0,Married,3.0,0,5,0,Manager,21883.0,Male,MM
201233,3.0,Basic,3.0,Married,2.0,0,1,0,Executive,17862.0,Male,MM
201234,4.0,Deluxe,4.0,Married,1.0,0,1,0,Manager,19978.0,Male,MM
201235,3.0,Standard,3.0,Married,5.0,1,3,0,Senior Manager,25368.0,Male,MM
201236,4.0,Deluxe,5.0,Married,6.0,1,1,1,Manager,21134.0,Male,MM
201237,5.0,Deluxe,4.0,Unmarried,7.0,0,3,0,Manager,21735.0,Male,MU
201238,3.0,Basic,4.0,Single,2.0,0,3,1,Executive,18295.0,Female,FS
201239,3.0,Deluxe,3.0,Single,3.0,0,1,1,Manager,20238.0,Female,FS
201240,3.0,Deluxe,3.0,Married,2.0,1,5,1,Manager,21472.0,Male,MM
201241,5.0,Standard,3.0,Married,4.0,0,3,1,Senior Manager,24610.0,Male,MM
201242,3.0,King,4.0,Single,2.0,0,4,1,VP,34833.0,Male,MS
201243,5.0,Standard,3.0,Married,5.0,0,1,1,Senior Manager,24756.0,Female,FM
201244,4.0,Basic,5.0,Single,1.0,0,3,0,Executive,19968.0,Female,FS
201245,3.0,Basic,3.0,Married,1.0,0,4,1,Executive,17145.0,Male,MM
201246,4.0,Basic,3.0,Married,7.0,0,5,1,Executive,17180.0,Female,FM
201247,3.0,Deluxe,3.0,Married,2.0,0,5,0,Manager,23346.0,Male,MM
201248,3.0,Basic,3.0,Single,2.0,0,4,1,Executive,18445.0,Female,FS
201249,5.0,Basic,4.0,Single,2.0,0,1,1,Executive,17760.0,Female,FS
201250,1.0,Deluxe,3.0,Unmarried,1.0,1,3,0,Manager,21294.0,Male,MU
201251,4.0,Standard,5.0,Married,3.0,0,1,0,Senior Manager,22140.0,Male,MM
201252,1.0,Basic,3.0,Married,1.0,1,1,0,Executive,17932.0,Male,MM
201253,3.0,Deluxe,4.0,Single,1.0,0,1,0,Manager,20147.0,Female,FS
201254,3.0,Deluxe,3.0,Single,4.0,0,4,0,Manager,19507.0,Female,FS
201255,3.0,Standard,5.0,Unmarried,3.0,1,5,0,Senior Manager,23564.0,Female,FU
201256,4.0,Basic,4.0,Married,5.0,0,3,0,Executive,17468.0,Female,FM
201257,3.0,Standard,3.0,Married,3.0,0,5,1,Senior Manager,23161.0,Male,MM
201258,4.0,Basic,5.0,Married,2.0,0,4,0,Executive,17109.0,Female,FM
201259,1.0,Deluxe,3.0,Married,4.0,0,1,1,Manager,20294.0,Male,MM
201260,3.0,Basic,4.0,Single,3.0,0,3,1,Executive,17718.0,Male,MS
201261,5.0,Deluxe,3.0,Married,4.0,1,5,0,Manager,20811.0,Male,MM
201262,4.0,Basic,3.0,Married,1.0,1,5,1,Executive,17437.0,Male,MM
201263,3.0,Basic,4.0,Married,1.0,0,1,1,Executive,17766.0,Male,MM
201264,4.0,King,5.0,Married,1.0,0,5,0,VP,34038.0,Male,MM
201265,3.0,Deluxe,4.0,Married,6.0,0,1,0,Manager,18055.0,Male,MM
201266,3.0,Basic,5.0,Married,2.0,0,5,1,Executive,17289.0,Male,MM
201267,3.0,Deluxe,3.0,Married,2.0,1,1,1,Manager,22347.0,Male,MM
201268,4.0,Super Deluxe,3.0,Married,5.0,1,1,0,AVP,27965.0,Female,FM
201269,3.0,Basic,3.0,Single,1.0,0,1,0,Executive,18539.0,Male,MS
201270,5.0,Deluxe,3.0,Single,6.0,0,1,1,Manager,21029.0,Female,FS
201271,3.0,Basic,4.0,Single,2.0,0,5,1,Executive,17679.0,Male,MS
201272,4.0,Basic,3.0,Married,2.0,0,3,0,Executive,18702.0,Female,FM
201273,3.0,Basic,5.0,Married,2.0,1,3,0,Executive,17398.0,Female,FM
201274,4.0,Deluxe,3.0,Married,2.0,0,3,1,Manager,20468.0,Female,FM
201275,3.0,Standard,3.0,Married,3.0,0,4,1,Senior Manager,28116.0,Female,FM
201276,4.0,Deluxe,4.0,Married,2.0,0,4,0,Manager,22347.0,Male,MM
201277,3.0,King,3.0,Married,1.0,1,1,1,VP,34328.0,Male,MM
201278,3.0,Standard,5.0,Married,1.0,1,5,1,Senior Manager,23321.0,Male,MM
201279,3.0,Basic,4.0,Married,2.0,1,3,1,Executive,17342.0,Male,MM
201280,3.0,Deluxe,4.0,Married,3.0,0,3,1,Manager,22347.0,Male,MM
201281,3.0,Deluxe,3.0,Single,2.0,1,5,0,Manager,20813.0,Male,MS
201282,1.0,Basic,5.0,Married,7.0,0,3,1,Executive,18143.0,Male,MM
201283,3.0,Basic,3.0,Married,2.0,0,1,0,Executive,17044.0,Male,MM
201284,3.0,Standard,3.0,Unmarried,1.0,0,3,1,Senior Manager,28464.0,Male,MU
201285,4.0,Deluxe,4.0,Unmarried,1.0,0,4,1,Manager,22991.0,Male,MU
201286,3.0,Basic,5.0,Married,5.0,0,4,1,Executive,18377.0,Female,FM
201287,1.0,Deluxe,5.0,Married,6.0,0,4,1,Manager,20538.0,Male,MM
201288,3.0,Deluxe,3.0,Married,3.0,0,3,0,Manager,20762.0,Male,MM
201289,3.0,Basic,4.0,Married,6.0,0,3,1,Executive,17592.0,Male,MM
201290,3.0,Deluxe,5.0,Married,5.0,0,3,0,Manager,20346.0,Male,MM
201291,3.0,Deluxe,5.0,Single,2.0,0,4,0,Manager,22347.0,Male,MS
201292,3.0,Deluxe,3.0,Married,3.0,0,3,1,Manager,22347.0,Male,MM
201293,3.0,Basic,3.0,Single,5.0,0,3,0,Executive,17438.0,Male,MS
201294,1.0,Deluxe,4.0,Unmarried,4.0,0,5,1,Manager,21870.0,Male,MU
201295,3.0,Standard,3.0,Married,1.0,1,1,0,Senior Manager,25447.0,Female,FM
201296,3.0,Standard,3.0,Unmarried,1.0,0,4,0,Senior Manager,24667.0,Female,FU
201297,3.0,Basic,4.0,Married,1.0,1,3,0,Executive,17148.0,Female,FM
201298,3.0,Deluxe,4.0,Married,5.0,0,3,1,Manager,23926.0,Female,FM
201299,3.0,Deluxe,3.0,Married,5.0,0,3,0,Manager,21513.0,Female,FM
201300,1.0,Deluxe,3.0,Married,2.0,0,1,0,Manager,21799.0,Male,MM
201301,3.0,Super Deluxe,4.0,Married,5.0,0,4,1,AVP,17705.0,Male,MM
201302,5.0,Basic,3.0,Married,1.0,0,1,1,Executive,17705.0,Male,MM
201303,4.0,Standard,4.0,Married,1.0,1,4,1,Senior Manager,25333.0,Female,FM
201304,3.0,Deluxe,5.0,Married,3.0,0,1,1,Manager,22347.0,Female,FM
201305,3.0,Deluxe,3.0,Married,5.0,0,3,1,Manager,21854.0,Female,FM
201306,3.0,Standard,5.0,Married,3.0,0,1,1,Senior Manager,24637.0,Female,FM
201307,3.0,Basic,5.0,Married,2.0,0,1,1,Executive,18591.0,Female,FM
201308,5.0,Deluxe,3.0,Married,3.0,1,3,0,Manager,20405.0,Female,FM
201309,3.0,Deluxe,3.0,Single,2.0,0,1,0,Manager,19684.0,Male,MS
201310,3.0,Super Deluxe,3.0,Married,3.0,1,1,1,AVP,30787.0,Male,MM
201311,3.0,Basic,3.0,Single,2.0,0,5,1,Executive,16514.0,Female,FS
201312,1.0,Basic,5.0,Married,1.0,0,1,1,Executive,17956.0,Male,MM
201313,4.0,Basic,5.0,Married,5.0,1,5,1,Executive,17335.0,Male,MM
201314,3.0,Deluxe,3.0,Married,5.0,0,1,1,Manager,20154.0,Female,FM
201315,3.0,Deluxe,4.0,Married,5.0,1,4,0,Manager,21962.0,Female,FM
201316,3.0,Deluxe,3.0,Married,2.0,0,3,1,Manager,20675.0,Male,MM
201317,3.0,Basic,3.0,Single,1.0,1,1,1,Executive,17379.0,Female,FS
201318,3.0,Basic,3.0,Married,2.0,0,3,1,Executive,22347.0,Male,MM
201319,3.0,Deluxe,3.0,Single,1.0,0,3,1,Manager,19648.0,Male,MS
201320,3.0,Basic,3.0,Married,4.0,0,4,1,Executive,17936.0,Male,MM
201321,3.0,Basic,3.0,Single,5.0,0,3,1,Executive,17105.0,Female,FS
201322,3.0,Standard,3.0,Married,4.0,0,1,1,Senior Manager,23578.0,Male,MM
201323,3.0,Basic,3.0,Married,2.0,0,4,0,Executive,17706.0,Male,MM
201324,5.0,Deluxe,3.0,Married,1.0,0,5,1,Manager,21384.0,Male,MM
201325,3.0,Basic,3.0,Single,5.0,0,1,1,Executive,22347.0,Male,MS
201326,4.0,Deluxe,4.0,Unmarried,1.0,1,1,1,Manager,24907.0,Male,MU
201327,1.0,Super Deluxe,5.0,Married,3.0,0,3,1,AVP,28225.0,Female,FM
201328,4.0,Deluxe,3.0,Married,2.0,0,1,1,Manager,18540.0,Female,FM
201329,4.0,Basic,4.0,Married,2.0,0,3,1,Executive,17804.0,Male,MM
201330,4.0,King,3.0,Married,1.0,0,3,1,VP,34392.0,Female,FM
201331,4.0,King,4.0,Married,5.0,0,3,1,VP,34665.0,Male,MM
201332,4.0,Basic,3.0,Single,2.0,1,3,1,Executive,17439.0,Male,MS
201333,3.0,Standard,4.0,Married,6.0,0,1,0,Senior Manager,22314.0,Female,FM
201334,4.0,Basic,5.0,Married,1.0,0,4,1,Executive,19774.0,Female,FM
201335,3.0,Deluxe,3.0,Married,1.0,0,5,1,Manager,22347.0,Male,MM
201336,4.0,Basic,3.0,Married,1.0,0,5,0,Executive,17662.0,Male,MM
201337,3.0,Basic,4.0,Married,2.0,0,1,1,Executive,17856.0,Female,FM
201338,3.0,Basic,3.0,Single,2.0,0,5,0,Executive,16081.0,Male,MS
201339,3.0,Basic,4.0,Single,2.0,1,3,1,Executive,17472.0,Male,MS
201340,4.0,Deluxe,3.0,Married,2.0,1,1,1,Manager,20673.0,Female,FM
201341,3.0,Deluxe,3.0,Married,2.0,0,5,0,Manager,22347.0,Male,MM
201342,3.0,Standard,3.0,Married,3.0,1,4,0,Senior Manager,24713.0,Male,MM
201343,3.0,Basic,5.0,Single,4.0,0,4,0,Executive,17062.0,Male,MS
201344,3.0,Deluxe,5.0,Married,6.0,1,3,0,Manager,22347.0,Male,MM
201345,4.0,Deluxe,4.0,Married,1.0,1,1,1,Manager,19788.0,Female,FM
201346,4.0,Deluxe,3.0,Married,1.0,0,4,0,Manager,20906.0,Female,FM
201347,4.0,Deluxe,3.0,Single,2.0,0,3,1,Manager,22347.0,Male,MS
201348,3.0,Super Deluxe,5.0,Married,3.0,0,3,1,AVP,31823.0,Male,MM
201349,4.0,Basic,3.0,Married,2.0,1,4,0,Executive,17933.0,Female,FM
201350,1.0,Deluxe,3.0,Unmarried,1.0,0,1,0,Manager,21500.0,Female,FU
201351,3.0,Super Deluxe,3.0,Married,4.0,0,5,0,AVP,32174.0,Female,FM
201352,4.0,Deluxe,5.0,Married,3.0,0,3,1,Manager,20033.0,Male,MM
201353,5.0,Basic,5.0,Married,2.0,1,3,1,Executive,17307.0,Male,MM
201354,3.0,Basic,3.0,Single,2.0,0,3,0,Executive,17587.0,Male,MS
201355,4.0,Deluxe,4.0,Married,3.0,0,4,1,Manager,20507.0,Male,MM
201356,3.0,Deluxe,4.0,Married,6.0,0,3,1,Manager,22347.0,Female,FM
201357,3.0,Standard,5.0,Married,1.0,0,3,1,Senior Manager,28348.0,Male,MM
201358,3.0,Deluxe,3.0,Married,3.0,1,1,0,Manager,21583.0,Female,FM
201359,4.0,Deluxe,3.0,Married,4.0,1,3,0,Manager,23103.0,Female,FM
201360,1.0,Basic,3.0,Married,1.0,0,5,1,Executive,22347.0,Female,FM
201361,1.0,Basic,3.0,Married,1.0,0,4,1,Executive,17544.0,Male,MM
201362,3.0,Deluxe,3.0,Single,5.0,0,1,1,Manager,20399.0,Male,MS
201363,3.0,Deluxe,3.0,Single,2.0,0,1,0,Manager,20487.0,Male,MS
201364,4.0,Deluxe,3.0,Married,2.0,1,1,0,Manager,21834.0,Male,MM
201365,1.0,Basic,5.0,Single,2.0,0,3,1,Executive,16091.0,Male,MS
201366,5.0,Deluxe,3.0,Married,7.0,0,5,0,Manager,20736.0,Female,FM
201367,3.0,Basic,4.0,Married,2.0,0,4,1,Executive,17226.0,Male,MM
201368,4.0,Deluxe,3.0,Married,2.0,1,1,1,Manager,20747.0,Male,MM
201369,3.0,Deluxe,3.0,Unmarried,4.0,1,5,1,Manager,24854.0,Female,FU
201370,3.0,Deluxe,4.0,Married,1.0,0,3,0,Manager,20467.0,Male,MM
201371,4.0,Deluxe,5.0,Married,5.0,0,5,0,Manager,20380.0,Female,FM
201372,3.0,Deluxe,5.0,Married,2.0,0,4,1,Manager,20151.0,Male,MM
201373,4.0,Deluxe,4.0,Married,2.0,1,1,1,Manager,17133.0,Female,FM
201374,3.0,Super Deluxe,3.0,Married,5.0,1,5,1,AVP,32875.0,Female,FM
201375,1.0,Basic,3.0,Single,4.0,1,1,0,Executive,17432.0,Female,FS
201376,3.0,Basic,3.0,Married,3.0,0,1,1,Executive,19771.0,Male,MM
201377,3.0,King,3.0,Married,4.0,0,3,1,VP,34161.0,Male,MM
201378,3.0,Deluxe,3.0,Married,4.0,1,1,0,Manager,20087.0,Male,MM
201379,4.0,Basic,4.0,Married,2.0,0,1,1,Executive,17863.0,Female,FM
201380,3.0,Deluxe,5.0,Married,1.0,0,3,0,Manager,17144.0,Male,MM
201381,3.0,Basic,3.0,Single,2.0,0,3,0,Executive,17144.0,Male,MS
201382,3.0,Basic,5.0,Married,2.0,1,1,0,Executive,18065.0,Male,MM
201383,1.0,Basic,4.0,Married,2.0,0,5,1,Executive,17810.0,Male,MM
201384,3.0,Standard,3.0,Unmarried,2.0,0,5,1,Senior Manager,24888.0,Male,MU
201385,3.0,Standard,3.0,Married,2.0,0,1,1,Senior Manager,23628.0,Male,MM
201386,3.0,Basic,5.0,Single,1.0,0,5,1,Executive,17867.0,Male,MS
201387,3.0,Deluxe,5.0,Married,1.0,0,3,1,Manager,20373.0,Male,MM
201388,3.0,Deluxe,3.0,Married,6.0,0,3,0,Manager,21667.0,Female,FM
201389,4.0,Deluxe,5.0,Married,2.0,0,1,1,Manager,20003.0,Male,MM
201390,4.0,Basic,3.0,Married,6.0,0,3,0,Executive,17367.0,Male,MM
201391,4.0,Basic,5.0,Single,5.0,0,3,0,Executive,17858.0,Male,MS
201392,3.0,Deluxe,3.0,Married,2.0,1,4,1,Manager,20204.0,Female,FM
201393,3.0,Deluxe,3.0,Single,2.0,0,1,0,Manager,22347.0,Male,MS
201394,4.0,Deluxe,3.0,Unmarried,1.0,0,1,0,Manager,24679.0,Male,MU
201395,3.0,Deluxe,3.0,Married,2.0,1,3,0,Manager,20617.0,Male,MM
201396,3.0,Standard,5.0,Unmarried,7.0,1,3,1,Senior Manager,25448.0,Male,MU
201397,3.0,Deluxe,3.0,Married,4.0,0,5,0,Manager,17897.0,Female,FM
201398,3.0,Deluxe,3.0,Married,2.0,0,5,1,Manager,20968.0,Male,MM
201399,3.0,Standard,3.0,Married,2.0,0,1,1,Senior Manager,22510.0,Male,MM
201400,3.0,Basic,4.0,Married,1.0,1,1,1,Executive,17991.0,Male,MM
201401,1.0,King,4.0,Married,5.0,1,5,1,VP,34636.0,Male,MM
201402,5.0,Basic,3.0,Married,2.0,1,5,1,Executive,16129.0,Female,FM
201403,3.0,Super Deluxe,5.0,Unmarried,1.0,0,1,1,AVP,28341.0,Male,MU
201404,4.0,Deluxe,3.0,Single,2.0,0,3,1,Manager,22347.0,Male,MS
201405,3.0,Standard,3.0,Married,5.0,0,1,1,Senior Manager,26031.0,Female,FM
201406,3.0,Deluxe,5.0,Single,7.0,1,1,0,Manager,22347.0,Female,FS
201407,4.0,Deluxe,3.0,Single,2.0,0,3,1,Manager,19617.0,Male,MS
201408,3.0,Basic,3.0,Single,2.0,0,5,1,Executive,17647.0,Male,MS
201409,3.0,Deluxe,3.0,Married,2.0,0,3,1,Manager,21323.0,Female,FM
201410,3.0,Deluxe,4.0,Married,4.0,0,3,1,Manager,20677.0,Female,FM
201411,3.0,Basic,4.0,Married,5.0,0,4,0,Executive,17187.0,Female,FM
201412,3.0,Basic,4.0,Married,2.0,0,5,0,Executive,22347.0,Male,MM
201413,3.0,Basic,3.0,Married,7.0,1,5,0,Executive,22347.0,Male,MM
201414,3.0,Standard,3.0,Unmarried,3.0,0,3,1,Senior Manager,23633.0,Male,MU
201415,4.0,Basic,3.0,Married,2.0,0,3,0,Executive,17008.0,Male,MM
201416,3.0,Deluxe,4.0,Married,1.0,0,4,1,Manager,22347.0,Male,MM
201417,3.0,Basic,3.0,Married,1.0,0,4,1,Executive,18067.0,Male,MM
201418,4.0,Deluxe,3.0,Married,3.0,0,4,1,Manager,20321.0,Male,MM
201419,3.0,Deluxe,5.0,Married,7.0,1,1,0,Manager,20410.0,Male,MM
201420,3.0,Basic,3.0,Married,4.0,0,1,0,Executive,17782.0,Male,MM
201421,3.0,Standard,4.0,Married,1.0,0,5,0,Senior Manager,26957.0,Female,FM
201422,3.0,Basic,3.0,Married,1.0,1,5,0,Executive,17660.0,Male,MM
201423,3.0,Basic,3.0,Single,1.0,0,3,0,Executive,18375.0,Male,MS
201424,3.0,Deluxe,3.0,Single,2.0,0,4,0,Manager,20098.0,Male,MS
201425,3.0,Deluxe,3.0,Married,1.0,1,1,1,Manager,19878.0,Female,FM
201426,4.0,Basic,4.0,Single,2.0,0,3,1,Executive,17837.0,Female,FS
201427,3.0,Basic,3.0,Married,1.0,0,1,0,Executive,17406.0,Male,MM
201428,4.0,Basic,4.0,Married,1.0,0,1,0,Executive,17269.0,Male,MM
201429,3.0,Deluxe,3.0,Single,1.0,0,4,1,Manager,22347.0,Male,MS
201430,5.0,Standard,3.0,Married,4.0,0,1,1,Senior Manager,28206.0,Female,FM
201431,3.0,Standard,3.0,Married,2.0,0,5,1,Senior Manager,25422.0,Female,FM
201432,1.0,Standard,3.0,Married,2.0,1,1,0,Senior Manager,28744.0,Female,FM
201433,3.0,Deluxe,3.0,Married,1.0,1,1,1,Manager,19907.0,Female,FM
201434,3.0,Basic,3.0,Married,3.0,0,1,1,Executive,18482.0,Male,MM
201435,3.0,Basic,3.0,Single,7.0,1,4,0,Executive,17436.0,Male,MS
201436,3.0,Basic,5.0,Single,2.0,1,1,1,Executive,17380.0,Male,MS
201437,3.0,King,3.0,Single,3.0,0,4,0,VP,34431.0,Male,MS
201438,3.0,Basic,5.0,Married,2.0,0,5,1,Executive,16790.0,Male,MM
201439,4.0,Standard,3.0,Married,1.0,0,3,1,Senior Manager,22644.0,Female,FM
201440,3.0,Deluxe,4.0,Married,1.0,0,3,1,Manager,20131.0,Female,FM
201441,3.0,Deluxe,3.0,Married,2.0,0,3,0,Manager,21306.0,Male,MM
201442,3.0,Basic,3.0,Married,1.0,1,3,1,Executive,19787.0,Male,MM
201443,3.0,King,3.0,Married,6.0,0,3,1,VP,33880.0,Male,MM
201444,3.0,Basic,3.0,Married,1.0,0,4,1,Executive,17339.0,Male,MM
201445,4.0,Super Deluxe,4.0,Married,1.0,0,5,1,AVP,28570.0,Female,FM
201446,4.0,Deluxe,3.0,Married,2.0,0,5,1,Manager,21712.0,Female,FM
201447,5.0,Deluxe,3.0,Married,2.0,0,1,1,Manager,20406.0,Male,MM
201448,4.0,Deluxe,4.0,Married,3.0,0,3,0,Manager,23938.0,Male,MM
201449,3.0,Basic,5.0,Single,2.0,0,1,1,Executive,17439.0,Male,MS
201450,3.0,Standard,3.0,Unmarried,2.0,1,1,1,Senior Manager,23837.0,Female,FU
201451,3.0,Deluxe,3.0,Married,2.0,0,4,0,Manager,20343.0,Female,FM
201452,3.0,Deluxe,3.0,Married,1.0,0,3,1,Manager,21728.0,Male,MM
201453,4.0,Deluxe,3.0,Married,5.0,0,1,1,Manager,21652.0,Female,FM
201454,3.0,Deluxe,3.0,Single,1.0,0,1,1,Manager,19850.0,Female,FS
201455,4.0,Basic,3.0,Single,3.0,0,5,0,Executive,17809.0,Male,MS
201456,3.0,Deluxe,3.0,Married,2.0,1,3,1,Manager,20689.0,Male,MM
201457,3.0,Basic,3.0,Married,3.0,0,1,1,Executive,17001.0,Female,FM
201458,5.0,Basic,3.0,Married,2.0,0,3,0,Executive,17977.0,Female,FM
201459,4.0,Deluxe,4.0,Married,5.0,1,4,1,Manager,22347.0,Male,MM
201460,4.0,Basic,5.0,Single,2.0,0,1,0,Executive,22347.0,Female,FS
201461,4.0,Standard,5.0,Married,5.0,1,5,0,Senior Manager,25854.0,Male,MM
201462,4.0,Super Deluxe,3.0,Married,1.0,0,1,1,AVP,27031.0,Female,FM
201463,3.0,Deluxe,5.0,Unmarried,1.0,0,1,0,Manager,24936.0,Male,MU
201464,4.0,Basic,3.0,Single,1.0,0,1,0,Executive,17966.0,Female,FS
201465,1.0,Deluxe,3.0,Married,5.0,0,3,0,Manager,17571.0,Male,MM
201466,4.0,Standard,5.0,Married,5.0,0,4,1,Senior Manager,24991.0,Male,MM
201467,1.0,Deluxe,4.0,Married,2.0,1,4,1,Manager,21142.0,Male,MM
201468,4.0,Deluxe,4.0,Married,3.0,0,3,1,Manager,20390.0,Male,MM
201469,1.0,Deluxe,3.0,Married,3.0,0,3,0,Manager,22347.0,Male,MM
201470,3.0,Deluxe,3.0,Single,1.0,1,4,0,Manager,20993.0,Female,FS
201471,4.0,Deluxe,4.0,Married,2.0,0,1,0,Manager,20130.0,Male,MM
201472,4.0,Basic,3.0,Single,7.0,1,3,0,Executive,17090.0,Male,MS
201473,3.0,Basic,3.0,Married,2.0,1,1,1,Executive,17909.0,Female,FM
201474,3.0,Basic,4.0,Married,1.0,0,5,1,Executive,18468.0,Male,MM
201475,3.0,Basic,3.0,Single,1.0,0,3,1,Executive,18068.0,Male,MS
201476,1.0,Basic,5.0,Married,5.0,1,1,0,Executive,17670.0,Female,FM
201477,3.0,Basic,3.0,Married,2.0,0,3,1,Executive,17693.0,Male,MM
201478,4.0,Standard,3.0,Unmarried,1.0,0,3,1,Senior Manager,24526.0,Male,MU
201479,3.0,Deluxe,3.0,Married,7.0,0,3,0,Manager,20237.0,Male,MM
201480,1.0,Basic,4.0,Married,1.0,0,4,1,Executive,17426.0,Male,MM
201481,4.0,Deluxe,3.0,Single,1.0,1,1,1,Manager,22347.0,Female,FS
201482,3.0,Basic,3.0,Married,2.0,0,3,1,Executive,17911.0,Male,MM
201483,3.0,Basic,3.0,Married,1.0,0,3,0,Executive,17661.0,Male,MM
201484,4.0,Basic,3.0,Single,6.0,1,1,0,Executive,17028.0,Male,MS
201485,1.0,Standard,5.0,Married,2.0,0,5,1,Senior Manager,24980.0,Female,FM
201486,1.0,Basic,4.0,Married,1.0,1,1,1,Executive,18298.0,Male,MM
201487,1.0,Basic,3.0,Married,2.0,1,3,0,Executive,17935.0,Male,MM
201488,4.0,Super Deluxe,3.0,Married,3.0,0,3,0,AVP,30427.0,Female,FM
201489,3.0,Basic,3.0,Single,6.0,1,1,0,Executive,22347.0,Male,MS
201490,1.0,Deluxe,3.0,Married,1.0,0,5,0,Manager,22347.0,Female,FM
201491,4.0,Basic,5.0,Single,1.0,0,1,0,Executive,18407.0,Male,MS
201492,3.0,Standard,4.0,Unmarried,1.0,0,5,0,Senior Manager,26994.0,Female,FU
201493,3.0,Basic,3.0,Single,2.0,0,5,1,Executive,16232.0,Male,MS
201494,3.0,Basic,5.0,Single,3.0,0,4,0,Executive,17960.0,Male,MS
201495,3.0,King,3.0,Married,5.0,0,4,1,VP,34094.0,Female,FM
201496,5.0,Basic,5.0,Single,2.0,1,4,0,Executive,22347.0,Female,FS
201497,3.0,Deluxe,4.0,Married,1.0,0,3,1,Manager,21825.0,Male,MM
201498,4.0,Standard,3.0,Married,4.0,0,4,0,Senior Manager,25248.0,Female,FM
201499,3.0,King,5.0,Single,4.0,0,1,1,VP,33947.0,Female,FS
201500,3.0,Basic,3.0,Single,5.0,0,3,0,Executive,17496.0,Male,MS
201501,3.0,Deluxe,3.0,Married,3.0,1,3,0,Manager,21465.0,Male,MM
201502,4.0,Basic,3.0,Single,2.0,0,4,0,Executive,17206.0,Male,MS
201503,3.0,Deluxe,3.0,Married,4.0,0,1,0,Manager,17086.0,Male,MM
201504,3.0,Basic,3.0,Married,3.0,1,3,0,Executive,17293.0,Male,MM
201505,1.0,Basic,3.0,Married,2.0,0,1,1,Executive,17645.0,Female,FM
201506,4.0,Basic,3.0,Married,2.0,1,4,1,Executive,17683.0,Male,MM
201507,3.0,Basic,3.0,Married,2.0,0,1,1,Executive,17014.0,Female,FM
201508,4.0,Basic,5.0,Married,1.0,1,1,1,Executive,18419.0,Female,FM
201509,1.0,Deluxe,5.0,Married,3.0,0,3,0,Manager,20376.0,Female,FM
201510,3.0,Basic,3.0,Married,2.0,0,4,1,Executive,16951.0,Male,MM
201511,3.0,Basic,5.0,Married,2.0,0,3,1,Executive,17341.0,Female,FM
201512,5.0,Basic,3.0,Single,2.0,0,1,0,Executive,17293.0,Male,MS
201513,3.0,Standard,3.0,Unmarried,2.0,0,1,1,Senior Manager,23726.0,Male,MU
201514,3.0,Deluxe,3.0,Single,2.0,0,3,1,Manager,22347.0,Female,FS
201515,3.0,King,3.0,Married,2.0,0,4,1,VP,34545.0,Female,FM
201516,3.0,Deluxe,3.0,Single,1.0,0,5,0,Manager,19568.0,Male,MS
201517,3.0,Basic,4.0,Married,5.0,0,4,0,Executive,18022.0,Male,MM
201518,3.0,Deluxe,3.0,Single,5.0,1,5,1,Manager,20772.0,Male,MS
201519,1.0,Basic,3.0,Married,2.0,0,5,1,Executive,17269.0,Male,MM
201520,4.0,Standard,3.0,Single,1.0,1,5,0,Senior Manager,20381.0,Male,MS
201521,3.0,Basic,3.0,Single,2.0,1,1,0,Executive,18441.0,Male,MS
201522,3.0,Deluxe,5.0,Married,6.0,1,1,1,Manager,20454.0,Female,FM
201523,4.0,Standard,5.0,Married,3.0,1,5,1,Senior Manager,24884.0,Male,MM
201524,4.0,Deluxe,3.0,Married,1.0,1,1,0,Manager,22347.0,Female,FM
201525,3.0,Standard,3.0,Unmarried,2.0,1,1,1,Senior Manager,28458.0,Female,FU
201526,3.0,Standard,5.0,Married,2.0,0,4,0,Senior Manager,24069.0,Male,MM
201527,3.0,Basic,5.0,Married,4.0,1,4,0,Executive,22347.0,Female,FM
201528,3.0,Deluxe,3.0,Married,4.0,0,3,0,Manager,20915.0,Male,MM
201529,4.0,Deluxe,3.0,Married,2.0,0,5,0,Manager,20993.0,Male,MM
201530,3.0,Deluxe,3.0,Married,2.0,1,4,1,Manager,21162.0,Male,MM
201531,3.0,Deluxe,3.0,Single,2.0,0,3,1,Manager,17406.0,Female,FS
201532,4.0,King,3.0,Married,6.0,1,4,1,VP,33740.0,Female,FM
201533,3.0,Standard,5.0,Unmarried,1.0,0,3,1,Senior Manager,22637.0,Female,FU
201534,3.0,Standard,3.0,Married,2.0,0,4,1,Senior Manager,25096.0,Female,FM
201535,3.0,Super Deluxe,3.0,Married,3.0,1,3,1,AVP,29756.0,Female,FM
201536,4.0,Deluxe,4.0,Unmarried,2.0,0,4,1,Manager,21499.0,Male,MU
201537,3.0,Standard,5.0,Married,3.0,0,3,0,Senior Manager,24724.0,Male,MM
201538,3.0,Basic,5.0,Married,5.0,0,1,0,Executive,17194.0,Male,MM
201539,4.0,Basic,3.0,Married,1.0,1,1,1,Executive,18388.0,Male,MM
201540,4.0,Deluxe,3.0,Single,1.0,0,5,1,Manager,20473.0,Female,FS
201541,3.0,Basic,4.0,Married,1.0,0,4,1,Executive,17703.0,Male,MM
201542,3.0,Basic,4.0,Single,2.0,0,3,1,Executive,17501.0,Male,MS
201543,3.0,Deluxe,4.0,Married,2.0,0,3,1,Manager,21220.0,Male,MM
