CustomerID,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
201333,3,Standard,4,Married,6,0,1,0,2,Senior Manager,22314
201334,4,Basic,5,Married,1,0,4,1,0,Executive,19774
201335,3,Deluxe,3,Married,1,0,5,1,0,Manager,
201336,4,Basic,3,Married,1,0,5,0,0,Executive,17662
201337,3,Basic,4,Married,2,0,1,1,0,Executive,17856
201338,3,Basic,3,Single,2,0,5,0,0,Executive,16081
201339,3,Basic,4,Single,2,1,3,1,0,Executive,17472
201340,4,Deluxe,3,Married,2,1,1,1,2,Manager,20673
201341,3,Deluxe,3,Married,2,0,5,0,0,Manager,
201342,3,Standard,3,Married,3,1,4,0,2,Senior Manager,24713
201343,3,Basic,5,Single,4,0,4,0,0,Executive,17062
201344,3,Deluxe,5,Married,6,1,3,0,0,Manager,
201345,4,Deluxe,4,Married,1,1,1,1,1,Manager,19788
201346,4,Deluxe,3,Married,1,0,4,0,0,Manager,20906
201347,4,Deluxe,3,Single,2,0,3,1,0,Manager,
201348,3,Super Deluxe,5,Married,3,0,3,1,2,AVP,31823
201349,4,Basic,3,Married,2,1,4,0,0,Executive,17933
201350,1,Deluxe,3,Unmarried,1,0,1,0,1,Manager,21500
201351,3,Super Deluxe,3,Married,4,0,5,0,0,AVP,32174
201352,,Deluxe,5,Married,3,0,3,1,2,Manager,20033
201353,5,Basic,5,Married,2,1,3,1,0,Executive,17307
201354,3,Basic,3,Single,2,0,3,0,0,Executive,17587
201355,4,Deluxe,4,Married,3,0,4,1,0,Manager,20507
201356,3,Deluxe,4,Married,6,0,3,1,1,Manager,
201357,3,Standard,5,Married,1,0,3,1,0,Senior Manager,28348
201358,3,Deluxe,3,Married,3,1,1,0,0,Manager,21583
201359,4,Deluxe,3,Married,4,1,3,0,0,Manager,23103
201360,1,Basic,3,Married,1,0,5,1,2,Executive,
201361,1,Basic,3,Married,1,0,4,1,1,Executive,17544
201362,3,Deluxe,3,Single,5,0,1,1,1,Manager,20399
201363,3,Deluxe,3,Single,2,0,1,0,0,Manager,20487
201364,4,Deluxe,3,Married,2,1,1,0,0,Manager,21834
201365,1,Basic,5,Single,2,0,3,1,1,Executive,16091
201366,5,Deluxe,3,Married,7,0,5,0,0,Manager,20736
201367,3,Basic,4,Married,2,0,4,1,1,Executive,17226
201368,4,Deluxe,3,Married,2,1,1,1,0,Manager,20747
201369,3,Deluxe,3,Unmarried,4,1,5,1,1,Manager,24854
201370,3,Deluxe,4,Married,1,0,3,0,2,Manager,20467
201371,4,Deluxe,5,Married,5,0,5,0,1,Manager,20380
201372,3,Deluxe,5,Married,2,0,4,1,0,Manager,20151
201373,4,Deluxe,4,Married,2,1,1,1,0,Manager,17133
201374,3,Super Deluxe,3,Married,5,1,5,1,0,AVP,32875
201375,1,Basic,3,Single,4,1,1,0,1,Executive,17432
201376,3,Basic,3,Married,3,0,1,1,1,Executive,19771
201377,3,King,3,Married,4,0,3,1,0,VP,34161
201378,3,Deluxe,3,Married,4,1,1,0,0,Manager,20087
201379,4,Basic,4,Married,2,0,1,1,0,Executive,17863
201380,3,Deluxe,5,Married,1,0,3,0,0,Manager,17144
201381,3,Basic,3,Single,2,0,3,0,0,Executive,17144
201382,3,Basic,5,Married,2,1,1,0,0,Executive,18065
201383,1,Basic,4,Married,2,0,5,1,0,Executive,17810
201384,3,Standard,3,Unmarried,2,0,5,1,0,Senior Manager,24888
201385,3,Standard,3,Married,2,0,1,1,1,Senior Manager,23628
201386,3,Basic,5,Single,1,0,5,1,2,Executive,17867
201387,3,Deluxe,5,Married,1,0,3,1,0,Manager,20373
201388,3,Deluxe,3,Married,6,0,3,0,1,Manager,21667
201389,,Deluxe,5,Married,2,0,1,1,1,Manager,20003
201390,4,Basic,3,Married,6,0,3,0,1,Executive,17367
201391,4,Basic,5,Single,5,0,3,0,1,Executive,17858
201392,3,Deluxe,3,Married,2,1,4,1,1,Manager,20204
201393,3,Deluxe,3,Single,2,0,1,0,1,Manager,
201394,4,Deluxe,3,Unmarried,1,0,1,0,1,Manager,24679
201395,3,Deluxe,3,Married,2,1,3,0,1,Manager,20617
201396,3,Standard,5,Unmarried,7,1,3,1,2,Senior Manager,25448
201397,3,Deluxe,3,Married,4,0,5,0,1,Manager,17897
201398,3,Deluxe,3,Married,2,0,5,1,1,Manager,20968
201399,3,Standard,3,Married,2,0,1,1,0,Senior Manager,22510
201400,3,Basic,4,Married,1,1,1,1,1,Executive,17991
201401,1,King,4,Married,5,1,5,1,,VP,34636
201402,5,Basic,3,Married,2,1,5,1,0,Executive,16129
201403,3,Super Deluxe,5,Unmarried,1,0,1,1,2,AVP,28341
201404,4,Deluxe,3,Single,2,0,3,1,1,Manager,
201405,3,Standard,3,Married,5,0,1,1,1,Senior Manager,26031
201406,3,Deluxe,5,Single,7,1,1,0,0,Manager,
201407,4,Deluxe,3,Single,2,0,3,1,1,Manager,19617
201408,3,Basic,3,Single,2,0,5,1,0,Executive,17647
201409,3,Deluxe,3,Married,2,0,3,1,1,Manager,21323
201410,3,Deluxe,4,Married,4,0,3,1,1,Manager,20677
201411,3,Basic,4,Married,5,0,4,0,0,Executive,17187
201412,3,Basic,4,Married,2,0,5,0,1,Executive,
201413,3,Basic,3,Married,7,1,5,0,0,Executive,
201414,3,Standard,3,Unmarried,3,0,3,1,0,Senior Manager,23633
201415,4,Basic,3,Married,2,0,3,0,0,Executive,17008
201416,3,Deluxe,4,Married,1,0,4,1,1,Manager,
201417,3,Basic,3,Married,1,0,4,1,0,Executive,18067
201418,4,Deluxe,3,Married,3,0,4,1,1,Manager,20321
201419,3,Deluxe,5,Married,7,1,1,0,0,Manager,20410
201420,3,Basic,3,Married,4,0,1,0,0,Executive,17782
201421,3,Standard,4,Married,1,0,5,0,0,Senior Manager,26957
201422,3,Basic,3,Married,1,1,5,0,0,Executive,17660
201423,3,Basic,3,Single,1,0,3,0,2,Executive,18375
201424,3,Deluxe,3,Single,2,0,4,0,1,Manager,20098
201425,3,Deluxe,3,Married,1,1,1,1,1,Manager,19878
201426,4,Basic,4,Single,2,0,3,1,0,Executive,17837
201427,3,Basic,3,Married,1,0,1,0,0,Executive,17406
201428,4,Basic,4,Married,1,0,1,0,2,Executive,17269
201429,3,Deluxe,3,Single,1,0,4,1,0,Manager,
201430,5,Standard,3,Married,4,0,1,1,1,Senior Manager,28206
201431,3,Standard,3,Married,2,0,5,1,0,Senior Manager,25422
201432,1,Standard,3,Married,2,1,1,0,1,Senior Manager,28744
201433,3,Deluxe,3,Married,1,1,1,1,1,Manager,19907
201434,3,Basic,3,Married,3,0,1,1,1,Executive,18482
201435,3,Basic,3,Single,7,1,4,0,1,Executive,17436
201436,3,Basic,5,Single,2,1,1,1,0,Executive,17380
201437,3,King,3,Single,3,0,4,0,1,VP,34431
201438,3,Basic,5,Married,2,0,5,1,0,Executive,16790
201439,4,Standard,3,Married,1,0,3,1,0,Senior Manager,22644
201440,3,Deluxe,4,Married,1,0,3,1,1,Manager,20131
201441,3,Deluxe,3,Married,2,0,3,0,0,Manager,21306
201442,3,Basic,3,Married,1,1,3,1,0,Executive,19787
201443,3,King,3,Married,6,0,3,1,1,VP,33880
201444,3,Basic,3,Married,1,0,4,1,2,Executive,17339
201445,4,Super Deluxe,4,Married,1,0,5,1,1,AVP,28570
201446,4,Deluxe,3,Married,2,0,5,1,0,Manager,21712
201447,5,Deluxe,3,Married,2,0,1,1,0,Manager,20406
201448,4,Deluxe,4,Married,3,0,3,0,1,Manager,23938
201449,3,Basic,5,Single,2,0,1,1,1,Executive,17439
201450,3,Standard,3,Unmarried,2,1,1,1,0,Senior Manager,23837
201451,3,Deluxe,3,Married,2,0,4,0,2,Manager,20343
201452,3,Deluxe,3,Married,1,0,3,1,1,Manager,21728
201453,4,Deluxe,3,Married,5,0,1,1,1,Manager,21652
201454,3,Deluxe,3,Single,1,0,1,1,0,Manager,19850
201455,4,Basic,3,Single,3,0,5,0,1,Executive,17809
201456,3,Deluxe,3,Married,2,1,3,1,0,Manager,20689
201457,3,Basic,3,Married,3,0,1,1,1,Executive,17001
201458,5,Basic,3,Married,2,0,3,0,1,Executive,17977
201459,4,Deluxe,4,Married,5,1,4,1,0,Manager,
201460,4,Basic,5,Single,2,0,1,0,1,Executive,
201461,4,Standard,5,Married,5,1,5,0,0,Senior Manager,25854
201462,4,Super Deluxe,3,Married,1,0,1,1,1,AVP,27031
201463,3,Deluxe,5,Unmarried,1,0,1,0,2,Manager,24936
201464,4,Basic,3,Single,1,0,1,0,0,Executive,17966
201465,1,Deluxe,3,Married,5,0,3,0,0,Manager,17571
201466,4,Standard,5,Married,5,0,4,1,0,Senior Manager,24991
201467,1,Deluxe,4,Married,2,1,4,1,0,Manager,21142
201468,4,Deluxe,4,Married,3,0,3,1,2,Manager,20390
201469,1,Deluxe,3,Married,3,0,3,0,1,Manager,
201470,3,Deluxe,3,Single,1,1,4,0,2,Manager,20993
201471,4,Deluxe,4,Married,2,0,1,0,0,Manager,20130
201472,4,Basic,3,Single,7,1,3,0,2,Executive,17090
201473,3,Basic,3,Married,2,1,1,1,1,Executive,17909
201474,3,Basic,4,Married,1,0,5,1,1,Executive,18468
201475,3,Basic,3,Single,1,0,3,1,1,Executive,18068
201476,1,Basic,5,Married,5,1,1,0,1,Executive,17670
201477,3,Basic,3,Married,2,0,3,1,2,Executive,17693
201478,4,Standard,3,Unmarried,1,0,3,1,0,Senior Manager,24526
201479,3,Deluxe,3,Married,7,0,3,0,0,Manager,20237
201480,1,Basic,4,Married,1,0,4,1,1,Executive,17426
201481,4,Deluxe,3,Single,1,1,1,1,1,Manager,
201482,3,Basic,3,Married,2,0,3,1,1,Executive,17911
201483,3,Basic,3,Married,1,0,3,0,0,Executive,17661
201484,4,Basic,3,Single,6,1,1,0,0,Executive,17028
201485,1,Standard,5,Married,2,0,5,1,1,Senior Manager,24980
201486,1,Basic,4,Married,1,1,1,1,2,Executive,18298
201487,1,Basic,3,Married,2,1,3,0,2,Executive,17935
201488,4,Super Deluxe,3,Married,3,0,3,0,0,AVP,30427
201489,3,Basic,3,Single,6,1,1,0,0,Executive,
201490,1,Deluxe,3,Married,1,0,5,0,1,Manager,
201491,4,Basic,5,Single,1,0,1,0,0,Executive,18407
201492,3,Standard,4,Unmarried,1,0,5,0,0,Senior Manager,26994
201493,3,Basic,3,Single,2,0,5,1,1,Executive,16232
201494,3,Basic,5,Single,3,0,4,0,0,Executive,17960
201495,3,King,3,Married,5,0,4,1,0,VP,34094
201496,5,Basic,5,Single,2,1,4,0,0,Executive,
201497,3,Deluxe,4,Married,1,0,3,1,0,Manager,21825
201498,4,Standard,3,Married,4,0,4,0,0,Senior Manager,25248
201499,3,King,5,Single,4,0,1,1,1,VP,33947
201500,3,Basic,3,Single,5,0,3,0,2,Executive,17496
201501,3,Deluxe,3,Married,3,1,3,0,1,Manager,21465
201502,4,Basic,3,Single,2,0,4,0,1,Executive,17206
201503,3,Deluxe,3,Married,4,0,1,0,0,Manager,17086
201504,3,Basic,3,Married,3,1,3,0,2,Executive,17293
201505,1,Basic,3,Married,2,0,1,1,2,Executive,17645
201506,4,Basic,3,Married,2,1,4,1,1,Executive,17683
201507,3,Basic,3,Married,2,0,1,1,2,Executive,17014
201508,4,Basic,5,Married,1,1,1,1,1,Executive,18419
201509,1,Deluxe,5,Married,3,0,3,0,1,Manager,20376
201510,3,Basic,3,Married,2,0,4,1,1,Executive,16951
201511,3,Basic,5,Married,2,0,3,1,1,Executive,17341
201512,5,Basic,3,Single,2,0,1,0,0,Executive,17293
201513,3,Standard,3,Unmarried,2,0,1,1,0,Senior Manager,23726
201514,3,Deluxe,3,Single,2,0,3,1,0,Manager,
201515,3,King,3,Married,2,0,4,1,1,VP,34545
201516,3,Deluxe,3,Single,1,0,5,0,1,Manager,19568
201517,3,Basic,4,Married,5,0,4,0,1,Executive,18022
201518,3,Deluxe,3,Single,5,1,5,1,1,Manager,20772
201519,1,Basic,3,Married,2,0,5,1,1,Executive,17269
201520,4,Standard,3,Single,1,1,5,0,0,Senior Manager,20381
201521,3,Basic,3,Single,2,1,1,0,0,Executive,18441
201522,3,Deluxe,5,Married,6,1,1,1,1,Manager,20454
201523,4,Standard,5,Married,3,1,5,1,2,Senior Manager,24884
201524,4,Deluxe,3,Married,1,1,1,0,0,Manager,
201525,3,Standard,3,Unmarried,2,1,1,1,0,Senior Manager,28458
201526,3,Standard,5,Married,2,0,4,0,0,Senior Manager,24069
201527,3,Basic,5,Married,4,1,4,0,0,Executive,
201528,3,Deluxe,3,Married,4,0,3,0,1,Manager,20915
201529,4,Deluxe,3,Married,2,0,5,0,0,Manager,20993
201530,3,Deluxe,3,Married,2,1,4,1,1,Manager,21162
201531,3,Deluxe,3,Single,2,0,3,1,0,Manager,17406
201532,4,King,3,Married,6,1,4,1,1,VP,33740
201533,3,Standard,5,Unmarried,1,0,3,1,1,Senior Manager,22637
201534,3,Standard,3,Married,2,0,4,1,0,Senior Manager,25096
201535,3,Super Deluxe,3,Married,3,1,3,1,1,AVP,29756
201536,4,Deluxe,4,Unmarried,2,0,4,1,1,Manager,21499
201537,3,Standard,5,Married,3,0,3,0,0,Senior Manager,24724
201538,3,Basic,5,Married,5,0,1,0,1,Executive,17194
201539,4,Basic,3,Married,1,1,1,1,2,Executive,18388
201540,4,Deluxe,3,Single,1,0,5,1,0,Manager,20473
201541,3,Basic,4,Married,1,0,4,1,0,Executive,17703
201542,3,Basic,4,Single,2,0,3,1,0,Executive,17501
201543,3,Deluxe,4,Married,2,0,3,1,0,Manager,21220
201544,1,Basic,3,Married,4,0,1,0,0,Executive,18038
201545,3,Deluxe,3,Single,2,0,5,1,2,Manager,
201546,4,Deluxe,5,Single,1,0,1,1,1,Manager,
201547,3,Standard,5,Married,5,1,3,1,1,Senior Manager,28245
201548,3,Standard,3,Single,5,0,1,0,0,Senior Manager,28664
201549,,Deluxe,4,Married,1,1,5,1,2,Manager,20021
201550,4,Deluxe,3,Married,2,1,1,1,1,Manager,20126
201551,4,Basic,3,Single,2,0,4,1,0,Executive,17859
201552,3,Standard,3,Married,4,0,1,0,2,Senior Manager,25239
201553,5,Deluxe,3,Married,1,1,1,0,2,Manager,20329
201554,3,Deluxe,4,Married,2,0,5,1,2,Manager,
201555,5,Standard,3,Unmarried,5,0,1,0,0,Senior Manager,22260
201556,3,Basic,5,Married,4,0,3,1,2,Executive,17322
201557,3,Basic,3,Married,4,0,3,1,0,Executive,17075
201558,4,Deluxe,3,Married,2,0,4,1,1,Manager,
201559,4,Standard,3,Unmarried,2,0,5,1,2,Senior Manager,24619
201560,4,Super Deluxe,4,Married,2,0,1,1,1,AVP,28503
201561,3,Deluxe,3,Single,1,1,5,0,2,Manager,20441
201562,4,Deluxe,4,Married,2,1,3,1,0,Manager,20209
201563,4,Standard,5,Married,3,1,1,1,1,Senior Manager,25673
201564,,Deluxe,3,Single,2,0,5,1,1,Manager,20010
201565,3,Standard,3,Married,1,0,4,0,0,Senior Manager,28549
201566,,Deluxe,3,Married,1,0,4,0,0,Manager,19999
201567,3,Deluxe,3,Married,2,0,1,0,0,Manager,
201568,3,Super Deluxe,3,Single,1,0,3,0,1,AVP,28872
201569,3,Deluxe,4,Married,5,0,3,0,1,Manager,17042
201570,3,Basic,5,Married,5,1,1,0,2,Executive,17073
201571,3,Basic,5,Single,2,0,1,0,1,Executive,17956
201572,4,Basic,3,Single,2,1,1,0,0,Executive,17926
201573,3,Deluxe,3,Single,2,0,3,0,0,Manager,19809
201574,4,Deluxe,3,Married,6,0,1,1,2,Manager,20163
201575,4,King,3,Married,1,0,1,0,1,VP,33844
201576,3,King,4,Married,4,1,1,0,2,VP,33172
201577,4,Deluxe,3,Single,2,1,3,0,1,Manager,20744
201578,4,Basic,3,Married,2,0,1,0,2,Executive,17889
201579,3,Basic,3,Single,2,0,1,1,1,Executive,17871
201580,4,Standard,5,Unmarried,4,0,1,1,0,Senior Manager,22484
201581,5,Deluxe,3,Single,2,1,5,1,0,Manager,21074
201582,1,Super Deluxe,3,Single,3,1,3,1,0,AVP,32328
201583,3,Basic,3,Married,1,0,4,0,0,Executive,17774
201584,4,Deluxe,4,Married,7,0,3,1,0,Manager,19505
201585,3,Standard,3,Unmarried,3,0,3,0,1,Senior Manager,22428
201586,4,Standard,5,Unmarried,3,0,1,1,1,Senior Manager,26631
201587,3,Standard,3,Married,1,0,5,0,2,Senior Manager,24738
201588,3,Basic,3,Married,6,0,1,0,1,Executive,17835
201589,3,Super Deluxe,3,Married,2,1,1,1,0,AVP,31959
201590,5,Basic,3,Married,2,0,3,0,0,Executive,17613
201591,3,Deluxe,4,Married,1,0,1,0,0,Manager,21146
201592,,Basic,4,Married,1,1,5,1,0,Executive,19963
201593,3,King,3,Single,1,0,5,1,1,VP,34537
201594,5,Deluxe,3,Married,5,1,3,0,2,Manager,21172
201595,4,Basic,4,Married,2,0,3,1,1,Executive,17368
201596,3,Standard,3,Married,2,0,3,1,0,Senior Manager,25312
201597,3,Basic,3,Single,2,1,1,1,0,Executive,16675
201598,3,Basic,3,Married,1,0,5,1,0,Executive,17523
201599,3,Deluxe,5,Married,2,0,1,1,0,Manager,21567
201600,1,Basic,3,Single,5,0,3,0,2,Executive,19739
201601,3,Standard,3,Unmarried,5,0,5,1,2,Senior Manager,24208
201602,5,Deluxe,3,Married,4,1,3,0,2,Manager,19559
201603,3,Standard,3,Married,4,1,1,0,1,Senior Manager,23189
201604,3,Basic,3,Married,2,0,4,1,1,Executive,17942
201605,,Deluxe,4,Married,7,0,4,0,1,Manager,19941
201606,5,Standard,3,Unmarried,3,0,1,1,0,Senior Manager,25650
201607,4,Deluxe,3,Married,5,0,5,1,1,Manager,20902
201608,4,Deluxe,3,Married,3,0,4,1,1,Manager,23639
201609,3,Deluxe,3,Married,1,1,3,1,1,Manager,21347
201610,3,Basic,5,Single,1,0,4,1,0,Executive,
201611,3,Basic,3,Single,6,0,1,1,0,Executive,18452
201612,3,Deluxe,3,Single,4,1,5,1,0,Manager,
201613,3,Basic,3,Single,2,0,1,1,2,Executive,17632
201614,5,Deluxe,3,Married,1,0,1,0,1,Manager,19668
201615,3,Basic,5,Married,6,0,5,0,1,Executive,18204
201616,4,Basic,3,Single,1,0,4,0,0,Executive,17720
201617,4,Super Deluxe,5,Married,5,0,1,1,0,AVP,32181
201618,3,Basic,5,Married,3,0,1,0,0,Executive,17238
201619,3,Basic,4,Single,2,0,3,1,0,Executive,16483
201620,3,Deluxe,4,Married,2,0,1,0,1,Manager,20605
201621,3,Standard,4,Married,2,0,4,0,0,Senior Manager,22295
201622,3,Deluxe,3,Married,3,1,5,0,1,Manager,17306
201623,3,Deluxe,4,Married,1,0,4,1,0,Manager,17348
201624,3,Standard,3,Unmarried,2,0,4,1,1,Senior Manager,23998
201625,3,Deluxe,3,Married,2,0,3,0,0,Manager,
201626,4,Deluxe,3,Married,3,0,3,1,1,Manager,21132
201627,4,Basic,4,Married,5,1,1,1,1,Executive,18346
201628,4,Standard,3,Married,1,0,1,1,1,Senior Manager,25855
201629,3,Basic,3,Married,7,0,5,0,0,Executive,17231
201630,3,Basic,3,Married,2,0,1,1,0,Executive,17323
201631,3,Basic,4,Married,7,0,3,1,1,Executive,17024
201632,3,Basic,3,Married,2,0,1,0,0,Executive,17713
201633,1,Standard,3,Married,4,1,4,1,0,Senior Manager,24439
201634,4,Basic,3,Married,2,1,1,0,2,Executive,17566
201635,3,King,4,Single,4,0,5,0,,VP,34926
201636,3,Basic,3,Married,5,0,4,1,1,Executive,17451
201637,3,Standard,3,Married,3,0,4,1,1,Senior Manager,24419
201638,4,Deluxe,3,Unmarried,5,0,1,0,1,Manager,23686
201639,3,Basic,3,Single,4,0,1,0,1,Executive,18038
201640,3,Basic,4,Married,1,1,4,0,0,Executive,18058
201641,5,Basic,5,Single,1,0,3,1,0,Executive,17325
201642,3,Basic,4,Single,5,0,4,1,0,Executive,17088
201643,3,Deluxe,5,Married,2,0,1,1,1,Manager,18072
201644,,Deluxe,5,Married,5,1,4,0,0,Manager,20006
201645,3,Basic,5,Married,5,1,4,1,1,Executive,
201646,3,Basic,3,Single,1,0,3,1,0,Executive,17500
201647,4,Basic,3,Single,2,0,5,1,0,Executive,16102
201648,3,Standard,5,Married,2,0,1,1,2,Senior Manager,25453
201649,3,Basic,3,Single,2,0,1,1,2,Executive,17288
201650,3,Basic,3,Married,1,1,4,1,1,Executive,
201651,3,Basic,4,Single,3,0,3,0,0,Executive,17311
201652,3,Basic,4,Single,2,1,4,0,1,Executive,18140
201653,4,Basic,3,Married,3,0,3,1,0,Executive,18690
201654,1,Deluxe,5,Married,2,0,1,1,0,Manager,
201655,3,Basic,4,Married,2,0,5,1,1,Executive,17756
201656,3,King,3,Married,2,0,5,1,1,VP,34033
201657,1,King,4,Single,1,0,1,1,1,VP,33722
201658,4,Deluxe,3,Married,2,0,4,0,1,Manager,24547
201659,3,Super Deluxe,4,Single,4,0,5,1,1,AVP,28734
201660,4,King,3,Married,1,0,1,1,,VP,34999
201661,3,Basic,4,Single,2,0,3,0,1,Executive,17279
201662,4,Deluxe,3,Married,4,1,4,1,0,Manager,20916
201663,1,Basic,3,Married,5,0,4,1,0,Executive,17089
201664,4,Super Deluxe,3,Married,1,0,4,1,2,AVP,31792
201665,1,Basic,5,Married,2,1,3,1,0,Executive,18564
201666,3,Deluxe,4,Single,6,0,1,0,0,Manager,
201667,3,Deluxe,3,Married,3,0,1,0,0,Manager,20265
201668,3,Deluxe,3,Married,1,0,1,1,1,Manager,21553
201669,3,Deluxe,3,Married,4,0,1,0,0,Manager,21261
201670,4,Deluxe,5,Married,6,0,3,1,0,Manager,
201671,3,Deluxe,3,Married,2,1,1,0,0,Manager,21804
201672,3,Basic,3,Married,2,1,3,1,1,Executive,
201673,3,Deluxe,3,Married,1,1,1,1,0,Manager,17741
201674,3,Deluxe,5,Married,1,1,3,1,2,Manager,21673
201675,3,Standard,3,Married,2,0,3,0,0,Senior Manager,22639
201676,1,Basic,4,Married,2,1,4,1,0,Executive,17328
201677,3,Basic,3,Single,2,0,3,0,1,Executive,17153
201678,4,Deluxe,3,Married,1,0,5,0,1,Manager,19876
201679,3,Standard,5,Married,1,0,1,0,2,Senior Manager,24396
201680,5,Standard,3,Married,2,0,1,1,0,Senior Manager,25400
201681,4,Standard,3,Unmarried,2,0,5,1,1,Senior Manager,23474
201682,3,Deluxe,3,Unmarried,2,0,1,1,1,Manager,24981
201683,4,Standard,4,Married,6,0,3,1,1,Senior Manager,27490
201684,3,Basic,5,Single,6,1,4,0,0,Executive,17657
201685,3,Standard,3,Single,4,1,1,0,0,Senior Manager,28591
201686,4,Deluxe,5,Unmarried,6,0,1,1,1,Manager,21696
201687,3,Basic,3,Single,1,0,1,0,0,Executive,17058
201688,4,Standard,3,Unmarried,7,0,4,1,0,Senior Manager,23865
201689,3,Deluxe,5,Married,3,0,4,1,0,Manager,20940
201690,3,Deluxe,4,Single,1,0,1,1,1,Manager,20914
201691,4,Basic,4,Married,7,0,4,0,1,Executive,17622
201692,3,Standard,3,Married,2,1,3,1,1,Senior Manager,27185
201693,3,Standard,3,Married,1,0,1,1,1,Senior Manager,25609
201694,5,Deluxe,3,Married,1,0,3,0,0,Manager,
201695,4,Basic,3,Married,4,0,3,0,0,Executive,17177
201696,3,Basic,3,Married,5,0,4,1,0,Executive,17793
201697,3,Standard,3,Married,2,0,3,1,1,Senior Manager,22918
201698,3,Standard,3,Unmarried,2,0,5,1,0,Senior Manager,23789
201699,4,Basic,3,Single,2,1,3,0,0,Executive,17389
201700,4,Basic,3,Single,1,0,3,1,0,Executive,18212
201701,3,King,3,Married,2,0,1,0,0,VP,34232
201702,3,Basic,3,Married,1,0,4,0,0,Executive,17267
201703,3,King,3,Married,4,0,1,1,0,VP,34517
201704,3,Basic,3,Married,6,1,1,1,1,Executive,17436
201705,3,Super Deluxe,3,Married,6,1,3,0,0,AVP,31064
201706,3,Basic,5,Married,1,0,3,1,1,Executive,17707
201707,4,King,3,Single,2,1,1,1,0,VP,34068
201708,3,Basic,4,Married,3,0,3,1,1,Executive,
201709,4,Basic,3,Single,1,1,5,0,2,Executive,
201710,3,Basic,3,Married,1,0,3,1,0,Executive,17232
201711,3,Deluxe,3,Married,1,0,4,1,1,Manager,
201712,3,Deluxe,5,Married,3,0,1,0,0,Manager,18072
201713,3,Deluxe,3,Married,2,0,3,1,1,Manager,18319
201714,1,King,3,Married,1,0,4,1,1,VP,34202
201715,3,Standard,3,Married,1,0,4,1,0,Senior Manager,28675
201716,4,Basic,3,Married,2,0,1,0,0,Executive,17911
201717,4,Deluxe,5,Married,7,0,4,0,1,Manager,20957
201718,4,Basic,5,Married,3,0,4,0,1,Executive,
201719,1,Deluxe,3,Married,5,0,1,1,0,Manager,21434
201720,3,Standard,3,Married,7,0,3,0,2,Senior Manager,25048
201721,3,Standard,3,Unmarried,1,0,1,1,2,Senior Manager,25938
201722,3,Basic,3,Single,2,0,3,1,1,Executive,17340
201723,1,Deluxe,5,Unmarried,4,1,1,1,1,Manager,21545
201724,3,Deluxe,3,Married,3,0,1,1,0,Manager,21931
201725,3,Deluxe,3,Married,1,0,3,1,1,Manager,19898
201726,4,Basic,5,Married,1,1,4,1,1,Executive,17593
201727,3,King,3,Married,1,0,5,1,0,VP,34436
201728,3,Basic,3,Married,2,0,4,1,0,Executive,17723
201729,4,Basic,4,Single,1,0,3,0,2,Executive,18479
201730,1,Basic,4,Married,2,0,1,0,1,Executive,17794
201731,4,Deluxe,3,Married,4,0,5,1,1,Manager,20249
201732,4,Deluxe,5,Single,5,0,4,0,1,Manager,17176
201733,5,Super Deluxe,4,Married,4,1,5,1,0,AVP,31872
201734,3,Basic,3,Single,3,0,4,0,1,Executive,18485
201735,4,Deluxe,4,Married,3,0,4,1,0,Manager,21644
201736,4,Deluxe,3,Married,1,0,3,0,1,Manager,20582
201737,1,Deluxe,5,Married,2,0,5,1,1,Manager,
201738,3,Super Deluxe,3,Married,1,1,3,1,1,AVP,28496
201739,3,Basic,3,Married,1,0,5,1,1,Executive,18210
201740,3,King,5,Single,1,1,1,1,1,VP,34045
201741,3,Standard,4,Married,2,1,3,1,0,Senior Manager,26849
201742,3,Basic,3,Married,2,0,1,1,0,Executive,17070
201743,3,Deluxe,3,Married,5,0,3,1,0,Manager,21502
201744,4,Basic,3,Single,2,0,5,1,2,Executive,18230
201745,3,Standard,3,Married,3,1,3,0,0,Senior Manager,28603
201746,1,Standard,4,Married,1,0,5,1,2,Senior Manager,26996
201747,1,Deluxe,5,Married,2,1,3,1,1,Manager,20605
201748,3,Deluxe,4,Married,2,0,5,1,1,Manager,21397
201749,3,King,4,Married,4,0,5,0,1,VP,34144
201750,3,Super Deluxe,3,Married,4,1,5,1,0,AVP,32584
201751,3,Deluxe,3,Married,2,0,3,1,0,Manager,19907
201752,3,Deluxe,3,Single,2,0,1,0,1,Manager,19554
201753,3,Deluxe,3,Married,4,1,1,0,0,Manager,20415
201754,3,Deluxe,5,Married,2,1,3,1,0,Manager,19741
201755,3,Basic,3,Single,2,0,1,1,0,Executive,17115
201756,3,Basic,3,Married,4,1,5,0,1,Executive,18161
201757,3,Deluxe,3,Married,1,0,3,0,1,Manager,20745
201758,3,Basic,4,Married,3,1,1,1,0,Executive,17373
201759,3,Basic,3,Single,2,0,4,1,1,Executive,18310
201760,3,King,5,Single,1,1,3,0,1,VP,33665
201761,3,Deluxe,4,Single,5,0,1,1,0,Manager,19485
201762,3,Basic,4,Married,2,0,3,0,0,Executive,17789
201763,4,Deluxe,3,Single,2,1,1,1,0,Manager,20828
