CustomerID,DateOfBirth(age),ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Totalvisiting,DateofBirth,Date(birth),Month(birth),Year(birth),TypeofContact(Allias),NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,Designation,MonthlyIncome,Gender,MaritalStatus(Allias)
200546,1996-01,0,29.0,Self Enquiry,3,16.0,Salaried,2.0,2013-08-24,24,8,2013,SE,3.0,Basic,3.0,Single,2.0,0,4,0,Executive,17642.0,Male,MS
200547,1983-01,1,42.0,Company Invited,1,25.0,Small Business,3.0,2010-07-04,4,7,2010,CI,2.0,Basic,3.0,Married,7.0,1,3,1,Executive,17759.0,Male,MM
200548,1982-01,0,43.0,Company Invited,3,21.0,Salaried,3.0,2013-12-06,6,12,2013,CI,4.0,Deluxe,3.0,Divorced,4.0,0,5,0,Manager,21804.0,Male,MD
200549,1991-01,0,34.0,Self Enquiry,1,14.0,Small Business,4.0,2013-05-08,8,5,2013,SE,3.0,Deluxe,3.0,Single,4.0,0,4,1,Manager,21142.0,Female,FS
200550,2002-01,0,23.0,Self Enquiry,1,15.0,Small Business,3.0,2015-06-05,5,6,2015,SE,3.0,Basic,5.0,Divorced,2.0,0,3,0,Executive,17500.0,Male,MD
200551,1986-01,0,39.0,Self Enquiry,2,9.0,Salaried,2.0,2010-07-16,16,7,2010,SE,2.0,Deluxe,4.0,Divorced,1.0,0,2,1,Manager,21389.0,Female,FD
200552,1969-01,0,56.0,Self Enquiry,1,15.0,Small Business,2.0,2010-10-06,6,10,2010,SE,3.0,Super Deluxe,3.0,Divorced,1.0,0,4,0,AVP,26103.0,Male,MD
200553,1985-01,0,40.0,Self Enquiry,1,8.0,Small Business,3.0,2014-06-22,22,6,2014,SE,4.0,Basic,3.0,Single,1.0,1,3,1,Executive,17342.0,Female,FS
200554,1998-01,0,27.0,Self Enquiry,1,13.0,Small Business,2.0,2014-06-12,12,6,2014,SE,4.0,Deluxe,5.0,Unmarried,1.0,0,3,1,Manager,21811.0,Female,FU
200555,1996-01,0,29.0,Self Enquiry,3,16.0,Small Business,3.0,2013-08-23,23,8,2013,SE,3.0,Basic,4.0,Married,2.0,0,2,0,Executive,17297.0,Male,MM
200556,1972-01,0,53.0,Self Enquiry,1,12.0,Salaried,2.0,2014-09-16,16,9,2014,SE,3.0,Deluxe,3.0,Single,3.0,0,5,1,Manager,17450.0,Male,MS
200557,1990-01,0,35.0,Company Invited,1,8.0,Salaried,3.0,2014-12-20,20,12,2014,CI,3.0,Deluxe,5.0,Married,3.0,0,4,0,Manager,20093.0,Female,FM
200558,1993-01,0,32.0,Company Invited,1,30.0,Salaried,3.0,2012-10-10,10,10,2012,CI,3.0,Deluxe,3.0,Divorced,2.0,0,4,1,Manager,20309.0,Male,MD
200559,1987-01,0,38.0,Self Enquiry,1,8.0,Small Business,3.0,2012-10-14,14,10,2012,SE,3.0,Basic,3.0,Divorced,7.0,1,4,0,Executive,18057.0,Male,MD
200560,1991-01,0,34.0,Self Enquiry,1,14.0,Salaried,2.0,2011-03-10,10,3,2011,SE,3.0,Deluxe,5.0,Married,4.0,0,5,1,Manager,20121.0,Female,FM
200561,1973-01,0,52.0,Self Enquiry,3,9.0,Small Business,2.0,2015-07-14,14,7,2015,SE,4.0,Super Deluxe,5.0,Divorced,2.0,0,5,1,AVP,31856.0,Male,MD
200562,1992-01,1,33.0,Self Enquiry,1,6.0,Salaried,3.0,2014-02-19,19,2,2014,SE,3.0,Basic,3.0,Single,2.0,1,3,1,Executive,17686.0,Male,MS
200563,2000-01,0,25.0,Self Enquiry,3,32.0,Small Business,2.0,2014-06-13,13,6,2014,SE,3.0,Deluxe,3.0,Single,2.0,0,4,0,Manager,21180.0,Female,FS
200564,1980-01,0,45.0,Self Enquiry,3,8.0,Large Business,2.0,2014-03-11,11,3,2014,SE,5.0,Deluxe,3.0,Unmarried,1.0,0,5,0,Manager,21632.0,Male,MU
200565,1989-01,0,36.0,Self Enquiry,1,16.0,Small Business,4.0,2011-11-16,16,11,2011,SE,2.0,Basic,3.0,Single,2.0,0,2,1,Executive,18505.0,Male,MS
200566,1978-01,1,47.0,Company Invited,3,33.0,Salaried,5.0,2012-02-19,19,2,2012,CI,1.0,Deluxe,3.0,Unmarried,5.0,1,4,1,Manager,21397.0,Female,FU
200567,1991-01,0,34.0,Self Enquiry,3,8.0,Salaried,2.0,2014-12-20,20,12,2014,SE,3.0,Deluxe,3.0,Single,2.0,0,5,0,Manager,21274.0,Male,MS
200568,1970-01,1,55.0,Self Enquiry,1,8.0,Small Business,4.0,2015-05-25,25,5,2015,SE,3.0,King,5.0,Divorced,6.0,1,2,1,VP,34859.0,Male,MD
200569,1989-01,0,36.0,Company Invited,3,14.0,Salaried,5.0,2012-01-09,9,1,2012,CI,4.0,Standard,5.0,Unmarried,2.0,0,2,0,Senior Manager,22587.0,Male,MU
200570,1973-01,0,52.0,Company Invited,1,13.0,Small Business,2.0,2010-07-01,1,7,2010,CI,3.0,Basic,3.0,Divorced,1.0,0,3,1,Executive,22347.0,Male,MD
200571,1999-01,0,26.0,Self Enquiry,1,13.0,Salaried,5.0,2013-12-09,9,12,2013,SE,5.0,Basic,3.0,Married,4.0,0,4,1,Executive,22347.0,Female,FM
200572,1996-01,0,29.0,Self Enquiry,1,13.0,Small Business,3.0,2012-01-24,24,1,2012,SE,3.0,Deluxe,3.0,Divorced,5.0,0,2,1,Manager,22347.0,Female,FD
200573,1999-01,1,26.0,Self Enquiry,3,14.0,Large Business,3.0,2014-08-31,31,8,2014,SE,4.0,Deluxe,5.0,Single,7.0,0,3,1,Manager,20326.0,Male,MS
200574,1991-01,0,34.0,Self Enquiry,1,6.0,Salaried,3.0,2010-04-12,12,4,2010,SE,1.0,Basic,3.0,Single,3.0,0,2,0,Executive,18280.0,Female,FS
200575,1971-01,0,54.0,Self Enquiry,1,25.0,Small Business,3.0,2011-12-30,30,12,2011,SE,3.0,Deluxe,5.0,Married,1.0,1,3,0,Manager,20485.0,Female,FM
200576,1998-01,0,27.0,Self Enquiry,3,13.0,Small Business,3.0,2015-10-17,17,10,2015,SE,3.0,Deluxe,3.0,Divorced,1.0,0,3,0,Manager,22347.0,Male,MD
200577,1988-01,0,37.0,Self Enquiry,1,16.0,Salaried,3.0,2012-04-20,20,4,2012,SE,3.0,Basic,5.0,Married,1.0,1,3,1,Executive,17782.0,Female,FM
200578,1987-01,0,38.0,Company Invited,1,8.0,Salaried,5.0,2015-06-13,13,6,2015,CI,1.0,Deluxe,5.0,Single,7.0,1,2,1,Manager,20980.0,Female,FS
200579,1991-01,0,34.0,Self Enquiry,1,13.0,Small Business,3.0,2013-07-20,20,7,2013,SE,4.0,Basic,5.0,Single,2.0,0,2,1,Executive,22347.0,Female,FS
200580,1990-01,0,35.0,Self Enquiry,3,14.0,Salaried,3.0,2010-07-26,26,7,2010,SE,3.0,Basic,3.0,Divorced,2.0,0,3,0,Executive,17572.0,Female,FD
200581,1989-01,0,36.0,Self Enquiry,1,6.0,Salaried,2.0,2013-12-23,23,12,2013,SE,5.0,Basic,3.0,Divorced,4.0,0,4,1,Executive,22347.0,Male,MD
200582,1985-01,0,40.0,Company Invited,1,13.0,Small Business,3.0,2010-06-03,3,6,2010,CI,1.0,Deluxe,4.0,Divorced,2.0,0,3,0,Manager,22347.0,Female,FD
200583,1991-01,0,34.0,Self Enquiry,3,14.0,Salaried,3.0,2011-03-11,11,3,2011,SE,3.0,Deluxe,5.0,Divorced,6.0,0,2,1,Manager,21500.0,Female,FD
200584,1983-01,0,42.0,Company Invited,1,14.0,Salaried,4.0,2013-03-29,29,3,2013,CI,3.0,King,3.0,Married,2.0,0,5,0,VP,33430.0,Male,MM
200585,2002-01,1,23.0,Self Enquiry,1,12.0,Salaried,5.0,2011-07-25,25,7,2011,SE,1.0,Basic,5.0,Divorced,2.0,1,3,1,Executive,16601.0,Male,MD
200586,2001-01,0,24.0,Company Invited,1,15.0,Salaried,2.0,2014-01-04,4,1,2014,CI,4.0,Basic,4.0,Married,2.0,0,5,1,Executive,17694.0,Male,MM
200587,1973-01,0,52.0,Self Enquiry,1,17.0,Salaried,3.0,2014-12-20,20,12,2014,SE,3.0,Deluxe,3.0,Divorced,1.0,0,2,1,Manager,18149.0,Female,FD
200588,1975-01,0,50.0,Self Enquiry,1,8.0,Small Business,4.0,2010-03-03,3,3,2010,SE,3.0,Super Deluxe,3.0,Divorced,6.0,0,2,0,AVP,32639.0,Male,MD
200589,1996-01,1,29.0,Self Enquiry,1,6.0,Salaried,2.0,2014-03-17,17,3,2014,SE,4.0,Basic,5.0,Divorced,2.0,1,2,0,Executive,17319.0,Female,FD
200590,1992-01,0,33.0,Self Enquiry,1,13.0,Small Business,2.0,2014-10-24,24,10,2014,SE,3.0,Standard,3.0,Divorced,1.0,0,4,0,Senior Manager,26691.0,Male,MD
200591,1992-01,1,33.0,Self Enquiry,3,22.0,Small Business,3.0,2014-03-10,10,3,2014,SE,3.0,Deluxe,5.0,Single,6.0,0,3,1,Manager,20324.0,Female,FS
200592,1978-01,0,47.0,Self Enquiry,1,8.0,Salaried,2.0,2013-03-30,30,3,2013,SE,3.0,Super Deluxe,3.0,Divorced,2.0,1,4,1,AVP,31752.0,Female,FD
200593,1989-01,0,36.0,Self Enquiry,1,6.0,Salaried,2.0,2013-07-10,10,7,2013,SE,3.0,Deluxe,4.0,Divorced,1.0,0,5,0,Manager,20228.0,Female,FD
200594,1996-01,0,29.0,Self Enquiry,1,29.0,Salaried,3.0,2013-04-09,9,4,2013,SE,1.0,Basic,3.0,Divorced,2.0,0,2,1,Executive,17700.0,Male,MD
200595,1967-01,1,58.0,Self Enquiry,1,8.0,Salaried,3.0,2010-02-23,23,2,2010,SE,3.0,King,4.0,Single,1.0,1,3,1,VP,34246.0,Male,MS
200596,1990-01,0,35.0,Self Enquiry,1,6.0,Salaried,2.0,2012-06-08,8,6,2012,SE,1.0,Basic,3.0,Single,4.0,0,3,0,Executive,17506.0,Female,FS
200597,1983-01,0,42.0,Self Enquiry,1,6.0,Salaried,3.0,2015-04-22,22,4,2015,SE,4.0,Deluxe,3.0,Divorced,1.0,1,3,0,Manager,21062.0,Female,FD
200598,1997-01,1,28.0,Self Enquiry,1,13.0,Small Business,2.0,2015-10-31,31,10,2015,SE,3.0,Basic,3.0,Single,7.0,0,3,0,Executive,22347.0,Male,MS
200599,1989-01,0,36.0,Self Enquiry,2,19.0,Salaried,2.0,2010-01-21,21,1,2010,SE,3.0,Basic,4.0,Divorced,5.0,0,3,1,Executive,17143.0,Male,MD
200600,1993-01,0,32.0,Self Enquiry,1,10.0,Salaried,3.0,2015-04-14,14,4,2015,SE,4.0,Deluxe,3.0,Divorced,2.0,0,4,1,Manager,21162.0,Female,FD
200601,1985-01,0,40.0,Company Invited,1,22.0,Small Business,3.0,2015-09-11,11,9,2015,CI,4.0,Deluxe,3.0,Single,7.0,0,5,1,Manager,20094.0,Male,MS
200602,1995-01,0,30.0,Self Enquiry,1,8.0,Small Business,3.0,2010-04-27,27,4,2010,SE,4.0,Deluxe,3.0,Unmarried,6.0,1,2,1,Manager,21877.0,Female,FU
200603,1980-01,0,45.0,Self Enquiry,1,8.0,Salaried,4.0,2015-08-17,17,8,2015,SE,4.0,Basic,3.0,Single,2.0,0,3,1,Executive,17274.0,Female,FS
200604,1983-01,0,42.0,Self Enquiry,1,13.0,Salaried,4.0,2013-04-27,27,4,2013,SE,3.0,Deluxe,4.0,Divorced,2.0,0,3,1,Manager,22347.0,Male,MD
200605,1987-01,0,38.0,Company Invited,1,18.0,Salaried,2.0,2013-08-12,12,8,2013,CI,4.0,Deluxe,5.0,Married,3.0,0,5,1,Manager,21288.0,Male,MM
200606,1991-01,0,34.0,Company Invited,1,22.0,Salaried,4.0,2013-05-09,9,5,2013,CI,4.0,Basic,3.0,Single,2.0,0,5,1,Executive,17553.0,Female,FS
200607,1976-01,1,49.0,Self Enquiry,3,17.0,Small Business,3.0,2014-06-30,30,6,2014,SE,3.0,Standard,3.0,Divorced,2.0,0,4,0,Senior Manager,22654.0,Female,FD
200608,1970-01,1,55.0,Self Enquiry,3,8.0,Small Business,3.0,2015-10-08,8,10,2015,SE,3.0,Deluxe,3.0,Single,5.0,0,2,0,Manager,20160.0,Male,MS
200609,1982-01,0,43.0,Self Enquiry,1,20.0,Salaried,3.0,2013-02-28,28,2,2013,SE,3.0,Super Deluxe,5.0,Divorced,7.0,0,5,1,AVP,32159.0,Male,MD
200610,1998-01,0,27.0,Self Enquiry,1,11.0,Large Business,2.0,2013-06-07,7,6,2013,SE,4.0,Standard,3.0,Married,2.0,1,3,0,Senior Manager,27808.0,Male,MM
200611,1990-01,0,35.0,Self Enquiry,1,13.0,Salaried,2.0,2015-11-21,21,11,2015,SE,3.0,Standard,3.0,Unmarried,4.0,0,3,0,Senior Manager,25221.0,Male,MU
200612,1997-01,0,28.0,Self Enquiry,3,13.0,Small Business,2.0,2011-09-05,5,9,2011,SE,3.0,Deluxe,4.0,Divorced,2.0,1,3,1,Manager,19779.0,Female,FD
200613,1989-01,0,36.0,Self Enquiry,2,9.0,Salaried,3.0,2011-03-03,3,3,2011,SE,3.0,Basic,3.0,Divorced,1.0,0,2,1,Executive,22347.0,Male,MD
200614,1999-01,1,26.0,Company Invited,1,11.0,Small Business,3.0,2015-07-21,21,7,2015,CI,4.0,Basic,3.0,Divorced,2.0,1,2,0,Executive,17366.0,Female,FD
200615,1998-01,0,27.0,Company Invited,1,9.0,Small Business,2.0,2013-07-30,30,7,2013,CI,3.0,Basic,3.0,Divorced,2.0,0,2,1,Executive,16706.0,Male,MD
200616,1974-01,0,51.0,Self Enquiry,3,32.0,Small Business,4.0,2010-10-21,21,10,2010,SE,3.0,Super Deluxe,3.0,Divorced,3.0,0,3,0,AVP,31307.0,Female,FD
200617,1981-01,0,44.0,Self Enquiry,1,10.0,Small Business,2.0,2012-08-05,5,8,2012,SE,3.0,Deluxe,4.0,Single,1.0,0,2,1,Manager,20933.0,Male,MS
200618,1989-01,0,36.0,Self Enquiry,1,8.0,Small Business,5.0,2011-07-30,30,7,2011,SE,1.0,Basic,5.0,Single,1.0,0,2,1,Executive,18424.0,Male,MS
200619,1989-01,0,36.0,Self Enquiry,3,6.0,Small Business,2.0,2012-06-24,24,6,2012,SE,1.0,Deluxe,5.0,Married,2.0,0,4,0,Manager,22347.0,Male,MM
200620,1990-01,0,35.0,Self Enquiry,1,33.0,Small Business,3.0,2015-05-31,31,5,2015,SE,4.0,Basic,5.0,Single,2.0,0,4,1,Executive,17559.0,Female,FS
200621,1989-01,0,36.0,Self Enquiry,3,6.0,Salaried,3.0,2014-03-29,29,3,2014,SE,3.0,Deluxe,3.0,Divorced,2.0,1,3,1,Manager,21201.0,Male,MD
200622,1993-01,0,32.0,Self Enquiry,3,13.0,Salaried,3.0,2011-07-28,28,7,2011,SE,3.0,Deluxe,3.0,Married,3.0,0,2,0,Manager,22347.0,Male,MM
200623,1989-01,0,36.0,Company Invited,1,11.0,Salaried,3.0,2013-03-30,30,3,2013,CI,4.0,Basic,3.0,Married,1.0,0,5,0,Executive,22347.0,Male,MM
200624,1972-01,0,53.0,Self Enquiry,3,13.0,Small Business,3.0,2012-08-28,28,8,2012,SE,4.0,Standard,3.0,Divorced,1.0,1,2,0,Senior Manager,25934.0,Female,FD
200625,1980-01,0,45.0,Self Enquiry,3,15.0,Small Business,3.0,2014-12-01,1,12,2014,SE,3.0,Standard,5.0,Married,5.0,1,2,1,Senior Manager,25761.0,Male,MM
200626,1993-01,0,32.0,Self Enquiry,1,14.0,Small Business,5.0,2013-12-31,31,12,2013,SE,1.0,Deluxe,3.0,Divorced,6.0,0,3,1,Manager,20175.0,Female,FD
200627,1973-01,0,52.0,Company Invited,1,31.0,Small Business,3.0,2012-07-26,26,7,2012,CI,4.0,Super Deluxe,3.0,Divorced,4.0,0,5,0,AVP,28826.0,Female,FD
200628,1988-01,0,37.0,Self Enquiry,3,22.0,Small Business,5.0,2010-03-11,11,3,2010,SE,4.0,Deluxe,3.0,Married,5.0,0,5,1,Manager,21334.0,Male,MM
200629,1997-01,0,28.0,Self Enquiry,2,14.0,Small Business,4.0,2015-11-28,28,11,2015,SE,4.0,Basic,3.0,Married,2.0,0,2,0,Executive,19936.0,Male,MM
200630,2003-01,0,22.0,Self Enquiry,1,13.0,Salaried,2.0,2014-05-24,24,5,2014,SE,4.0,Deluxe,3.0,Divorced,7.0,0,2,1,Manager,19775.0,Male,MD
200631,1981-01,0,44.0,Self Enquiry,1,14.0,Salaried,5.0,2011-03-16,16,3,2011,SE,1.0,Basic,3.0,Divorced,3.0,1,3,1,Executive,17818.0,Male,MD
200632,1983-01,0,42.0,Company Invited,1,8.0,Small Business,3.0,2014-03-12,12,3,2014,CI,3.0,Basic,3.0,Single,6.0,1,2,0,Executive,17515.0,Male,MS
200633,1989-01,0,36.0,Self Enquiry,2,14.0,Salaried,5.0,2011-07-08,8,7,2011,SE,4.0,Basic,5.0,Divorced,1.0,0,2,1,Executive,17342.0,Male,MD
200634,1989-01,0,36.0,Self Enquiry,3,9.0,Salaried,3.0,2010-11-08,8,11,2010,SE,3.0,Deluxe,5.0,Divorced,2.0,1,4,1,Manager,22347.0,Male,MD
200635,1990-01,0,35.0,Self Enquiry,1,15.0,Salaried,4.0,2010-11-09,9,11,2010,SE,4.0,Standard,3.0,Divorced,2.0,1,4,1,Senior Manager,25685.0,Female,FD
200636,1990-01,1,35.0,Company Invited,1,31.0,Salaried,3.0,2015-01-25,25,1,2015,CI,3.0,Basic,4.0,Married,2.0,1,3,0,Executive,17022.0,Female,FM
200637,1993-01,0,32.0,Company Invited,1,6.0,Salaried,3.0,2012-08-07,7,8,2012,CI,3.0,Basic,3.0,Married,1.0,0,5,0,Executive,17314.0,Male,MM
200638,2000-01,0,25.0,Self Enquiry,3,13.0,Small Business,3.0,2011-11-17,17,11,2011,SE,4.0,Deluxe,5.0,Divorced,2.0,0,3,1,Manager,22347.0,Male,MD
200639,1989-01,0,36.0,Self Enquiry,1,6.0,Large Business,2.0,2010-02-17,17,2,2010,SE,3.0,Basic,5.0,Divorced,3.0,0,4,1,Executive,18580.0,Female,FD
200640,2001-01,0,24.0,Company Invited,1,10.0,Salaried,2.0,2015-11-13,13,11,2015,CI,4.0,Basic,3.0,Divorced,1.0,0,3,0,Executive,18162.0,Male,MD
200641,1993-01,0,32.0,Company Invited,3,11.0,Salaried,3.0,2013-06-22,22,6,2013,CI,3.0,Deluxe,4.0,Divorced,2.0,0,3,1,Manager,21524.0,Male,MD
200642,1987-01,0,38.0,Self Enquiry,3,15.0,Small Business,3.0,2013-10-07,7,10,2013,SE,4.0,Basic,4.0,Divorced,1.0,0,4,0,Executive,17899.0,Male,MD
200643,1983-01,0,42.0,Self Enquiry,1,9.0,Salaried,3.0,2015-10-28,28,10,2015,SE,1.0,Deluxe,3.0,Divorced,3.0,1,5,0,Manager,20231.0,Female,FD
200644,1994-01,0,31.0,Self Enquiry,1,17.0,Salaried,3.0,2010-10-12,12,10,2010,SE,3.0,Basic,3.0,Divorced,4.0,1,3,1,Executive,17356.0,Male,MD
200645,1996-01,1,29.0,Self Enquiry,3,6.0,Small Business,3.0,2013-05-21,21,5,2013,SE,4.0,Basic,3.0,Married,7.0,1,2,0,Executive,17800.0,Female,FM
200646,1972-01,0,53.0,Self Enquiry,3,14.0,Small Business,5.0,2015-05-11,11,5,2015,SE,3.0,Super Deluxe,3.0,Divorced,6.0,0,3,0,AVP,26836.0,Male,MD
200647,1990-01,0,35.0,Self Enquiry,1,31.0,Large Business,4.0,2012-09-02,2,9,2012,SE,4.0,Standard,4.0,Divorced,4.0,0,3,1,Senior Manager,25903.0,Male,MD
200648,1988-01,0,37.0,Company Invited,3,27.0,Small Business,3.0,2011-02-18,18,2,2011,CI,3.0,Basic,3.0,Divorced,6.0,0,2,1,Executive,17973.0,Female,FD
200649,1972-01,0,53.0,Self Enquiry,1,29.0,Salaried,4.0,2014-12-25,25,12,2014,SE,3.0,Super Deluxe,3.0,Single,7.0,0,5,1,AVP,29275.0,Female,FS
200650,1982-01,0,43.0,Company Invited,1,6.0,Salaried,3.0,2011-01-06,6,1,2011,CI,3.0,Deluxe,3.0,Divorced,5.0,0,2,1,Manager,20562.0,Female,FD
200651,1978-01,0,47.0,Self Enquiry,3,13.0,Small Business,2.0,2011-04-07,7,4,2011,SE,3.0,Deluxe,3.0,Divorced,1.0,1,2,1,Manager,19537.0,Female,FD
200652,1988-01,0,37.0,Company Invited,3,25.0,Small Business,2.0,2014-04-01,1,4,2014,CI,3.0,Standard,4.0,Unmarried,2.0,1,5,0,Senior Manager,22642.0,Male,MU
200653,1975-01,0,50.0,Company Invited,1,8.0,Salaried,5.0,2013-10-16,16,10,2013,CI,3.0,Super Deluxe,5.0,Married,2.0,0,5,1,AVP,32924.0,Male,MM
200654,1986-01,0,39.0,Self Enquiry,2,8.0,Salaried,2.0,2014-06-25,25,6,2014,SE,4.0,Deluxe,3.0,Divorced,1.0,0,3,0,Manager,20204.0,Female,FD
200655,1992-01,0,33.0,Self Enquiry,2,9.0,Salaried,3.0,2013-02-09,9,2,2013,SE,3.0,Basic,4.0,Married,4.0,1,5,0,Executive,17277.0,Male,MM
200656,1993-01,1,32.0,Self Enquiry,1,31.0,Salaried,2.0,2014-06-20,20,6,2014,SE,3.0,Basic,3.0,Single,2.0,1,5,1,Executive,17795.0,Male,MS
200657,1996-01,0,29.0,Self Enquiry,1,13.0,Small Business,3.0,2014-09-02,2,9,2014,SE,4.0,Basic,3.0,Married,7.0,0,5,1,Executive,17532.0,Female,FM
200658,1981-01,0,44.0,Self Enquiry,1,15.0,Salaried,3.0,2010-01-01,1,1,2010,SE,3.0,Basic,5.0,Divorced,2.0,1,3,1,Executive,17559.0,Male,MD
200659,1997-01,0,28.0,Self Enquiry,3,11.0,Small Business,3.0,2010-07-28,28,7,2010,SE,3.0,Deluxe,3.0,Single,2.0,0,3,1,Manager,19908.0,Male,MS
200660,1967-01,1,58.0,Company Invited,1,8.0,Salaried,2.0,2011-10-29,29,10,2011,CI,4.0,Basic,3.0,Married,1.0,1,2,0,Executive,17380.0,Male,MM
200661,1982-01,0,43.0,Self Enquiry,1,13.0,Salaried,2.0,2012-01-31,31,1,2012,SE,3.0,Deluxe,4.0,Married,5.0,0,3,1,Manager,19765.0,Female,FM
200662,2005-01,1,20.0,Self Enquiry,3,8.0,Small Business,3.0,2012-03-12,12,3,2012,SE,4.0,Basic,3.0,Single,2.0,0,4,0,Executive,17044.0,Female,FS
200663,2004-01,1,21.0,Self Enquiry,1,24.0,Salaried,4.0,2015-04-18,18,4,2015,SE,3.0,Basic,3.0,Single,2.0,0,3,1,Executive,17693.0,Female,FS
200664,1989-01,0,36.0,Self Enquiry,1,20.0,Salaried,5.0,2012-10-21,21,10,2012,SE,3.0,Deluxe,3.0,Divorced,1.0,1,5,1,Manager,21586.0,Male,MD
200665,1978-01,0,47.0,Self Enquiry,3,8.0,Salaried,3.0,2015-12-27,27,12,2015,SE,4.0,Basic,3.0,Single,2.0,1,2,1,Executive,18294.0,Female,FS
200666,1989-01,1,36.0,Self Enquiry,1,9.0,Salaried,3.0,2015-02-21,21,2,2015,SE,3.0,Deluxe,3.0,Divorced,1.0,1,5,1,Manager,22347.0,Female,FD
200667,1984-01,1,41.0,Self Enquiry,1,8.0,Salaried,2.0,2013-07-22,22,7,2013,SE,5.0,Basic,3.0,Married,5.0,1,3,0,Executive,17778.0,Female,FM
200668,1997-01,0,28.0,Self Enquiry,1,15.0,Small Business,4.0,2012-10-27,27,10,2012,SE,3.0,Basic,3.0,Married,6.0,0,3,1,Executive,17377.0,Female,FM
200669,1986-01,1,39.0,Self Enquiry,1,12.0,Small Business,4.0,2013-04-16,16,4,2013,SE,3.0,Basic,5.0,Divorced,1.0,1,2,1,Executive,17404.0,Male,MD
200670,1998-01,0,27.0,Self Enquiry,1,10.0,Salaried,4.0,2010-07-26,26,7,2010,SE,3.0,Basic,3.0,Single,2.0,0,2,1,Executive,17318.0,Female,FS
200671,1991-01,0,34.0,Self Enquiry,1,16.0,Salaried,2.0,2011-10-21,21,10,2011,SE,3.0,Basic,4.0,Married,2.0,0,2,1,Executive,17008.0,Male,MM
200672,1983-01,0,42.0,Self Enquiry,3,20.0,Small Business,3.0,2011-10-24,24,10,2011,SE,4.0,Deluxe,3.0,Single,1.0,0,3,0,Manager,21244.0,Female,FS
200673,1992-01,0,33.0,Self Enquiry,1,6.0,Salaried,3.0,2013-06-22,22,6,2013,SE,4.0,Basic,5.0,Single,4.0,1,4,0,Executive,17799.0,Male,MS
200674,1967-01,0,58.0,Self Enquiry,1,11.0,Large Business,3.0,2011-12-03,3,12,2011,SE,4.0,Standard,4.0,Married,3.0,1,5,1,Senior Manager,25552.0,Female,FM
200675,1994-01,0,31.0,Self Enquiry,3,13.0,Salaried,3.0,2013-06-29,29,6,2013,SE,4.0,Basic,3.0,Divorced,4.0,0,4,1,Executive,17329.0,Male,MD
200676,1989-01,0,36.0,Self Enquiry,1,27.0,Salaried,3.0,2014-02-17,17,2,2014,SE,3.0,Deluxe,3.0,Divorced,2.0,1,3,0,Manager,22347.0,Female,FD
200677,1976-01,0,49.0,Self Enquiry,1,14.0,Salaried,2.0,2013-09-06,6,9,2013,SE,3.0,Standard,4.0,Divorced,5.0,0,4,0,Senior Manager,22403.0,Female,FD
200678,1977-01,0,48.0,Self Enquiry,1,26.0,Small Business,2.0,2011-08-11,11,8,2011,SE,3.0,Basic,3.0,Divorced,5.0,0,2,0,Executive,17259.0,Male,MD
200679,1994-01,0,31.0,Company Invited,3,26.0,Small Business,2.0,2014-03-31,31,3,2014,CI,3.0,Deluxe,3.0,Divorced,2.0,0,2,1,Manager,21932.0,Female,FD
200680,1989-01,0,36.0,Self Enquiry,1,13.0,Salaried,5.0,2014-09-12,12,9,2014,SE,3.0,Basic,3.0,Single,3.0,0,3,0,Executive,19678.0,Male,MS
200681,1987-01,0,38.0,Self Enquiry,1,6.0,Large Business,5.0,2013-07-23,23,7,2013,SE,3.0,Standard,5.0,Divorced,2.0,0,4,1,Senior Manager,28582.0,Female,FD
200682,1993-01,0,32.0,Company Invited,1,6.0,Salaried,3.0,2013-04-18,18,4,2013,CI,4.0,Basic,4.0,Divorced,7.0,0,3,1,Executive,17332.0,Female,FD
200683,2000-01,1,25.0,Self Enquiry,3,25.0,Small Business,2.0,2011-07-24,24,7,2011,SE,4.0,Basic,4.0,Divorced,2.0,1,2,0,Executive,17413.0,Male,MD
200684,1985-01,0,40.0,Self Enquiry,3,16.0,Small Business,4.0,2014-02-07,7,2,2014,SE,4.0,Standard,4.0,Married,3.0,0,4,1,Senior Manager,24705.0,Male,MM
200685,1999-01,0,26.0,Company Invited,3,13.0,Small Business,3.0,2013-03-01,1,3,2013,CI,4.0,Deluxe,5.0,Single,2.0,0,3,1,Manager,22347.0,Male,MS
200686,1984-01,0,41.0,Self Enquiry,1,13.0,Small Business,2.0,2011-06-13,13,6,2011,SE,3.0,Basic,5.0,Single,3.0,1,4,1,Executive,19721.0,Male,MS
200687,1989-01,0,36.0,Self Enquiry,1,8.0,Small Business,3.0,2013-12-22,22,12,2013,SE,3.0,Basic,3.0,Single,5.0,0,5,1,Executive,17519.0,Male,MS
200688,2006-01,1,19.0,Self Enquiry,3,27.0,Salaried,3.0,2015-09-11,11,9,2015,SE,4.0,Basic,4.0,Single,2.0,1,2,0,Executive,17121.0,Male,MS
